"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-icon href","text-ellipsis","listing-card--owner-info__firm-name","he-lazy-image src 2","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/166355-5","12","25.000","03-03-2026","Kiralık Daire","1 +
                          1","40 m²","6
                        Yaşında","Kot 1","Göktun'dan M.Köy Ve Trump Avm 10 Dk Eşyalı Daire","İstanbul / Şişli / Kuştepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-kiralik/daire/126170-1088","11","20.000","05-03-2026","Kiralık Daire","1 +
                          1","75 m²","8
                        Yaşında","2. Kat","Esenyurt Devlet Hastanesine Komşu Kiralık 1+1 Ara Kat Daire","İstanbul / Esenyurt / Talatpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-osmanaga-kiralik/daire/80253-988","11","24.000","01-03-2026","Kiralık Daire","Stüdyo","40 m²","30
                        Yaşında","3. Kat","Kadıköy Osmanağa'da Halitağa Caddesi Yakını Kiralık Stüdyo Daire","İstanbul / Kadıköy / Osmanağa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-eskisehir-kiralik/daire/34800-2396","11","15.000","01-03-2026","Kiralık Daire","1 +
                          1","50 m²","40
                        Yaşında","2. Kat","Kurtuluş Küçük Akarca Sokakta 1+1 İkinci Kat Daire","İstanbul / Şişli / Eskişehir Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-fatih-kiralik/daire/61811-2211","11","16.000","04-03-2026","Kiralık Daire","3 +
                          1","120 m²","40
                        Yaşında","3. Kat","İstanbul Küçükçekmece Fatih Mahallesinde Kiralık 120.M2.Daire.3+1-16.000.Tl","İstanbul / Küçükçekmece / Fatih Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/1415-1665","11","75.000","06-03-2026","Kiralık Daire","3 +
                          1","150 m²","40
                        Yaşında","5. Kat","Kiralık Nişantaşının Yeşilibol Kısmında Sessiz Otoparklı Balkonlu Daire","İstanbul / Şişli / Teşvikiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/atilla-aktas-gayrimenkul-1415/atilla-aktas-1415","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Atilla Aktaş Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Atilla
          Aktaş"
"https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/residence/25165-5979","22","57.000","06-03-2026","Kiralık Residence","Stüdyo","50 m²","13
                        Yaşında","3. Kat","Öğer Residence'da Otoparklı-Güvenlikli-Eşyalı Kiralık Stüdyo Daire","İstanbul / Şişli / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/project-25165","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Project","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Levon
          Zurnacı"
"https://www.hepsiemlak.com/istanbul-bahcelievler-siyavuspasa-kiralik/daire/70388-5376","22","52.000","04-03-2026","Kiralık Daire","2 +
                          1","88 m²","2
                        Yaşında","2. Kat","Başokur'dan Bahçelievler Siyavuşpaşa Mh. Yeni Binada 2+1 Kiralık","İstanbul / Bahçelievler / Siyavuşpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/basokur-gayrimenkul-yatirim-danismanligi-70388/ali-basokur-1339129","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/2/1/9/3/3/1/9c6ea1bc-451e-4ddf-8a3a-3eedf83daa19.jpeg","","","Başokur Gayrimenkul Yatırım Danışmanlığı","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/8/3/0/7/0/ac173016-b2b4-44a4-946c-bc8a385c675d.jpg","Ali
          Başokur"
"https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17664","22","150.000","01-03-2026","Kiralık Daire","2 +
                          1","220 m²","26
                        Yaşında","Teras Katı","Floryada Günyüzü Emlaktan Kiralık Ev Ve Ofise Uygun Kiralık Daire.","İstanbul / Bakırköy / Şenlikköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/gunyuzu-emlak-4753/canan-ozerdal-bayraktar-4753","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/5/7/4/0/0/04705e31-22c7-4180-9f80-ef462c4fbb9c.jpg","","","Günyüzü Emlak","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/7/4/0/0/dcad7e63-a736-4c2a-b435-75c0cdbf45b6.jpg","Canan
          Özerdal Bayraktar"
"https://www.hepsiemlak.com/istanbul-sancaktepe-emek-kiralik/daire/122732-851","31","28.000","08-03-2026","Kiralık Daire","1 +
                          1","68 m²","6
                        Yaşında","6. Kat","Dorelife Sitesi Kiralık 1+1 Daire 3.Kat Arka Cephe Halil Güler","İstanbul / Sancaktepe / Emek Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-istasyonu-122732","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/3/7/2/2/1/cf28dca3-770c-4ec3-b79c-32451fe58402.jpg","","","Emlak İstasyonu","",""
"https://www.hepsiemlak.com/istanbul-atasehir-kayisdagi-kiralik/daire/88546-4806","31","35.000","06-03-2026","Kiralık Daire","2 +
                          1","70 m²","11
                        Yaşında","Bahçe Katı","Emlak Store'dan Mimar Elinden Kiralık Eşyalı 2+1 Daire","İstanbul / Ataşehir / Kayışdağı Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-store-atasehir-88546","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Emlak Store Ataşehir","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Emlak Store
          Ataşehir"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/63848-3569","19","30.000","03-03-2026","Kiralık Daire","2 +
                          1","75 m²","Sıfır Bina","5. Kat","Mecidiyeköy Gülbağda Yeni Binada Asansorlu Balkonlu 2+1 Kiralık Daire","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/city-emlak-63848","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Cıty Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-kiralik/daire/113129-1752","19","38.000","04-03-2026","Kiralık Daire","2 +
                          1","100 m²","11
                        Yaşında","2. Kat","✅point'den Cumhuriyet Mah'de Kiralık Full Eşyalı 2+1 Daire","İstanbul / Küçükçekmece / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/point-gayrimenkul-satis-ve-kiralama-ofisi-113129/ebru-gunbay-4305610","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Point Gayrimenkul Satış Ve Kiralama Ofisi","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ebru
          Günbay"
"https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/daire/17993-44794","13","60.000","06-03-2026","Kiralık Daire","2 +
                          1","75 m²","6
                        Yaşında","1. Kat","Bomonti'de Çok Merkezi Yeni Binada, Köşe, Taşınmaya Hazır 2+1!","İstanbul / Şişli / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-pro-17993/celal-alp-gunal-1433676","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Pro","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Celal Alp
          Günal"
"https://www.hepsiemlak.com/istanbul-sariyer-maden-kiralik/villa/33208-5970","13","175.000","04-03-2026","Kiralık Villa","4 +
                          1","320 m²","35
                        Yaşında","","Diamond Proje Den Sarıyer Maden De Sitede Kiralık Müstakil Villa 320 M2 4+1","İstanbul / Sarıyer / Maden Mah.","https://www.hepsiemlak.com/emlak-ofisi/diamond-proje-33208/inci-ersoy-881354","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Diamond Proje","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İnci
          Ersoy"
"https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-kiralik/daire/122463-2241","34","160.000","10-02-2026","Kiralık Daire","4 +
                          2","250 m²","5
                        Yaşında","4. Kat","İdealtepe Varon Sahilde 250m2 Eşyalı Eşyasız Ful Deniz Manzaralı","İstanbul / Maltepe / İdealtepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/varon-gayrimenkul-122463/selim-varon-2833430","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Varon Gayrimenkul","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Selim
          Varon"
"https://www.hepsiemlak.com/istanbul-kartal-atalar-kiralik/daire/2848-2255","34","50.000","02-03-2026","Kiralık Daire","2 +
                          1","75 m²","2
                        Yaşında","14. Kat","Kartal Rfrans Loca Deniz Manzara Yüzme Havuz Otopark Möble 2+1","İstanbul / Kartal / Atalar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-pendik-kavakpinar-kiralik/daire/128047-105","27","25.000","01-03-2026","Kiralık Daire","2 +
                          1","95 m²","6
                        Yaşında","3. Kat","Aydın Parke Ve Emlak 2+1 Kiralık Daire Caddeye Okulapazara Yakın","İstanbul / Pendik / Kavakpınar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-atasehir-icerenkoy-kiralik/daire/73540-11836","26","48.000","02-03-2026","Kiralık Daire","2 +
                          1","110 m²","11
                        Yaşında","1. Kat","İçerenköy'de Hasanleyli Okuluna Çok Yakın Genç Binada 2+1","İstanbul / Ataşehir / İçerenköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/asia-emlak-73540","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Asıa Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-halide-edip-adivar-kiralik/daire/4206-31","27","32.000","06-03-2026","Kiralık Daire","2 +
                          1","93 m²","20
                        Yaşında","4. Kat","Rnkdan Şişli Camisine 10 Dakika Cadde Üzerinde Temiz 4.Kat Daire","İstanbul / Şişli / Halide Edip Adıvar Mah.","https://www.hepsiemlak.com/emlak-ofisi/rnk-gayrimenkul-4206/ridvan-kurt-4206","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Rnk Gayrimenkul","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Rıdvan
          Kurt"
"https://www.hepsiemlak.com/istanbul-pendik-kavakpinar-kiralik/daire/155606-244","33","30.000","05-03-2026","Kiralık Daire","4 +
                          1","170 m²","21
                        Yaşında","6. Kat","Pendik Kavakpınarda Cemil Meriç Cad Yakın 4+1 Kiralık Daire","İstanbul / Pendik / Kavakpınar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-atasehir-kayisdagi-kiralik/daire/129971-875","25","40.000","04-03-2026","Kiralık Daire","3 +
                          1","150 m²","11
                        Yaşında","1. Kat","Kayışdağı Mh. Merkezi Lokasyonda Ara Kat Balkonlu Geniş 3+1","İstanbul / Ataşehir / Kayışdağı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-anadolu-kiralik/daire/162949-253","25","26.000","05-03-2026","Kiralık Daire","2 +
                          1","125 m²","6
                        Yaşında","3. Kat","Arnavutköy Anadolu Mh. 100 M² Net, Ferah Ve Temiz Kiralık Daire","İstanbul / Arnavutköy / Anadolu Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-meta-162949","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Coldwell Banker Meta","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-kiralik/daire/27431-11633","35","130.000","07-03-2026","Kiralık Daire","3 +
                          1","115 m²","Sıfır Bina","9. Kat","Erenköy Apple In Karşı Sokağında Sıfır Binada Fırsat Balkonlu 3+1 Kiralık","İstanbul / Kadıköy / Erenköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-sonuc-27431","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Sonuç","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-bagcilar-kemalpasa-kiralik/daire/164742-542","15","27.000","08-03-2026","Kiralık Daire","2 +
                          1","108 m²","31
                        Yaşında","Ara Kat","Efor Çok'tan Bağcılar Kemalpaşa Mah 2+1 Geniş Ferah Kiralık Daire","İstanbul / Bağcılar / Kemalpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/efor-cok-gayrimenkul-164742","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Efor Çok Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kagithane-yesilce-kiralik/daire/150747-467","22","28.000","05-03-2026","Kiralık Daire","2 +
                          1","75 m²","5
                        Yaşında","Giriş Katı","Kağıthane Yeşilce Mah 2+ 75 M2 Kiralık Daire Metroya 7*8dk","İstanbul / Kağıthane / Yeşilce Mah.","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-150747","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Safir Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-mehtercesme-kiralik/daire/131618-594","28","25.000","04-03-2026","Kiralık Daire","2 +
                          1","90 m²","6
                        Yaşında","4. Kat","Mehterçeşme Mah.Ön Cephe Balkonlu 2+ 1 Kiralık Daire","İstanbul / Esenyurt / Mehterçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/home-park-131618","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Home Park","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Erkan
          Öz"
"https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/2137-28260","21","49.000","03-03-2026","Kiralık Daire","3 +
                          1","90 m²","45
                        Yaşında","Zemin","Beşiktaş Etilerde Site İçinde Boş Temiz Daire","İstanbul / Beşiktaş / Etiler Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Yıldız","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-tuzla-aydinli-kiralik/daire/94022-614","10","25.000","05-03-2026","Kiralık Daire","2 +
                          1","95 m²","11
                        Yaşında","2. Kat","Aydınlı Merkezde Temiz Kiralık Daire","İstanbul / Tuzla / Aydınlı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-atasehir-barbaros-kiralik/daire/6181-23938","30","130.000","07-03-2026","Kiralık Daire","3 +
                          1","212 m²","13
                        Yaşında","21 ve üzeri","Varyap Merıdıan Yüksek Ara Kat Hemen Teslim Kiralık 3+1","İstanbul / Ataşehir / Barbaros Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-beta-6181/tayfun-sezer-2296097","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Beta","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Tayfun
          Sezer"
"https://www.hepsiemlak.com/istanbul-cekmekoy-mehmet-akif-kiralik/daire/1011-13185","12","50.000","05-03-2026","Kiralık Daire","1 +
                          1","92 m²","2
                        Yaşında","4. Kat","Ağaoğlu Çekmeköyparkda Kiralık Sıfır 1+1","İstanbul / Çekmeköy / Mehmet Akif Mah.","https://www.hepsiemlak.com/emlak-ofisi/maxera-gayrimenkul-1011/maxera-bakirkoy-1011","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Maxera Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Maxera
          Bakırköy"
"https://www.hepsiemlak.com/istanbul-sariyer-resitpasa-kiralik/daire/4503-1964","12","55.000","02-03-2026","Kiralık Daire","3 +
                          1","120 m²","25
                        Yaşında","Bahçe Katı","Reşitpaşa'da Borsa İstanbul'a Enka'ya Yakın Konumda 3+1 Kombili Bahçekatı","İstanbul / Sarıyer / Reşitpaşa Mah.","","","","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/31514-4950","12","51.000","03-03-2026","Kiralık Daire","1 +
                          1","44 m²","Sıfır Bina","2. Kat","Merkezi Konumda, Ulaşıma Yakın Modern Kiralık Daire","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/century-21-aci-gayrimenkul-31514","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/1/5/1/3/0/c017b473-edd8-4973-9ea9-70c651b1b747.jpg","","","Century 21 Açı Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-yenisehir-kiralik/daire/50604-934","18","20.000","05-03-2026","Kiralık Daire","1 +
                          1","54 m²","30
                        Yaşında","1. Kat","Beyoğlu Yenişehir Mahallesi Hortumcu Sokak'ta 1.Kat 1+1 Kombili Balkonlu Kiralık Daire","İstanbul / Beyoğlu / Yenişehir Mah.","","","","","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-kiralik/daire/13831-1704","18","50.000","02-03-2026","Kiralık Daire","1 +
                          1","70 m²","31
                        Yaşında","Yüksek Giriş","Cihangir Merkez'de Tarihi Binada 1+1 Full Eşyalı Kiralık Daire","İstanbul / Beyoğlu / Cihangir Mah.","https://www.hepsiemlak.com/emlak-ofisi/sakir-emlak-cihangir-13831","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Şakir Emlak Cihangir","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-kiralik/daire/13123-4428","33","49.000","20-02-2026","Kiralık Daire","2 +
                          1","65 m²","Sıfır Bina","1. Kat","Merdivenköy Gözcübabada-Prestîjlî Sıfır Binada-Merkezi Lokasyonda-Kiralık-Ferah 2+1....","İstanbul / Kadıköy / Merdivenköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-c-emlak-13123","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","F & C Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/daire/8193-1528","15","35.000","07-03-2026","Kiralık Daire","1 +
                          1","80 m²","30
                        Yaşında","4. Kat","Serkan Emlaktan Ergenekonda Daire İşyeri","İstanbul / Şişli / Cumhuriyet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-altintepe-kiralik/daire/135216-129","14","58.000","24-02-2026","Kiralık Daire","3 +
                          1","75 m²","1
                        Yaşında","5. Kat","Maltepe Altıntepe,De Teraslı Deniz Manzaralı Ferah 3+1 Daire","İstanbul / Maltepe / Altıntepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/roofmax-gayrimenkul-135216","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Roofmax Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-kadikoy-caddebostan-kiralik/daire/0-46183243","14","140.000","05-03-2026","Kiralık Daire","3 +
                          1","110 m²","6
                        Yaşında","Ara Kat","Sahibinden Sadece İş Yerine","İstanbul / Kadıköy / Caddebostan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-atasehir-kayisdagi-kiralik/daire/2210-2722","28","30.000","04-03-2026","Kiralık Daire","2 +
                          1","60 m²","Sıfır Bina","2. Kat","Evax Gayrimenkulden Sıfır Bina","İstanbul / Ataşehir / Kayışdağı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-mehmet-akif-kiralik/daire/165590-34","14","23.000","19-02-2026","Kiralık Daire","2 +
                          1","75 m²","Sıfır Bina","Kot 1","Kiralık | Sultanbeyli Mehmet Akif Mah. Petrol Yolu’na Yakın Sıfır 2+1 Daire","İstanbul / Sultanbeyli / Mehmet Akif Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","","",""
"https://www.hepsiemlak.com/istanbul-pendik-esenler-kiralik/daire/0-46081434","14","36.000","06-02-2026","Kiralık Daire","1 +
                          1","54 m²","11
                        Yaşında","3. Kat","Marmara Royal Sitesinde 3.Katta Eşyalı 1+1 Daire","İstanbul / Pendik / Esenler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-salacak-kiralik/daire/39778-4155","34","52.000","06-03-2026","Kiralık Daire","3 +
                          1","115 m²","40
                        Yaşında","2. Kat","Yankı'dan Üsküdar Salacakta Full Eşyalı 3+1 Kiralık 115 M2 Daire","İstanbul / Üsküdar / Salacak Mah.","https://www.hepsiemlak.com/emlak-ofisi/yanki-grup-gayrimenkul-hizmetleri-ltd-sti-39778/salim-kasar-787855","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Yankı Grup Gayrimenkul Hizmetleri LTD. ŞTİ.","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Salim
          Kasar"
"https://www.hepsiemlak.com/istanbul-esenyurt-mehmet-akif-ersoy-kiralik/daire/6904-14302","17","23.000","08-03-2026","Kiralık Daire","2 +
                          1","110 m²","10
                        Yaşında","3. Kat","Mehterçeşme Mahallesi Ön Cephe Ara Kat Balkonlu Kiralık 2+1daire","İstanbul / Esenyurt / Mehmet Akif Ersoy Mah.","https://www.hepsiemlak.com/emlak-ofisi/istanbul-34-gayrimenkul-6904","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","İstanbul 34 Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","İstanbul
          Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/67376-2260","11","70.000","07-03-2026","Kiralık Daire","2 +
                          1","85 m²","3
                        Yaşında","10. Kat","Suryapı 2+1 Fırsat Daire-Kağıthane ☆☆☆☆","İstanbul / Kağıthane / Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/plaza-gayrimenkul-67376","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Plaza Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/2257-3942","17","75.000","06-03-2026","Kiralık Daire","3 +
                          1","115 m²","38
                        Yaşında","3. Kat","Güven Emlaktan Etiler Geylani Sitesinde 3+1 110 Metre Balkonlu Ferah Daire","İstanbul / Beşiktaş / Etiler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-fulya-kiralik/daire/13582-2868","17","50.000","07-03-2026","Kiralık Daire","3 +
                          1","140 m²","34
                        Yaşında","3. Kat","Ortaklara Yakın 3 + 1 Kiralık Daire","İstanbul / Şişli / Fulya Mah.","https://www.hepsiemlak.com/emlak-ofisi/karizma-emlak-13582","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Karizma Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-umraniye-mehmet-akif-kiralik/daire/129350-1319","32","55.000","18-02-2026","Kiralık Daire","3 +
                          1","130 m²","19
                        Yaşında","9. Kat","Bölgenin En Gözde Ve Nezih Sitelerinden Sweet Home'da 3+1 Daire","İstanbul / Ümraniye / Mehmet Akif Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-goal-129350/korhan-oray-4262586","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Remax Goal","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Korhan
          Oray"
