"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-icon href","text-ellipsis","listing-card--owner-info__firm-name","he-lazy-image src 2"
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-barbaros-hayrettinpasa-kiralik/daire/166605-57","18","16.000","04-03-2026","Kiralık Daire","2 +
                          1","95 m²","21
                        Yaşında","Bahçe Katı","Acil Merkezi Yerde Komple Tadilatlı Kombili 2+1 85m2 Bahçe Kat","İstanbul / Gaziosmanpaşa / Barbaros Hayrettinpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-selahaddin-eyyubi-kiralik/daire/140495-98","15","15.000","26-02-2026","Kiralık Daire","2 +
                          1","90 m²","10
                        Yaşında","Yüksek Giriş","Çatı Konut'tan Selahattıneyubı Mh Kiralık Daire","İstanbul / Esenyurt / Selahaddin Eyyubi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-zeytinburnu-maltepe-kiralik/daire/166163-24","19","70.000","17-02-2026","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","7. Kat","İnistanbul Sıfır Full Eşyalı Balkonlu 2+1 Kiralık Daire","İstanbul / Zeytinburnu / Maltepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-kayabasi-kiralik/daire/163301-78","48","65.000","22-02-2026","Kiralık Daire","2 +
                          1","116 m²","5
                        Yaşında","5. Kat","Nidapark Zümrüt Metro Yanı Full Eşyalı 2+1 Kiralık Daire","İstanbul / Başakşehir / Kayabaşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-kayasehir-yasam-temsilciligi-163301","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Turyap Kayaşehir Yaşam Temsilciliği","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-basaksehir-basaksehir-kiralik/villa/166501-13","55","149.999","18-02-2026","Kiralık Villa","5 +
                          2","405 m²","6
                        Yaşında","Bahçe Katı","Evıla Sitesinde Kiralık | Asansörlü, Bahçeli 5+2 Vill","İstanbul / Başakşehir / Başakşehir Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-piri-reis-kiralik/daire/147432-921","18","20.000","18-02-2026","Kiralık Daire","1 +
                          1","95 m²","10
                        Yaşında","2. Kat","Vira Yapı'dan Havuzlu Hamamlı Spor Salonlu 1+1 Kiralık Daire !","İstanbul / Esenyurt / Piri Reis Mah.","https://www.hepsiemlak.com/emlak-ofisi/vira-yapi-147432","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Vira Yapı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-umraniye-camlik-kiralik/daire/166475-5","20","36.000","24-02-2026","Kiralık Daire","3 +
                          1","85 m²","11
                        Yaşında","Bahçe Katı","Finans 216 Dan İkbal Caddesi Şeker Sokakta 3+1 Bahçe Katı","İstanbul / Ümraniye / Çamlık Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-fikirtepe-kiralik/residence/165870-16","18","46.000","28-02-2026","Kiralık Residence","1 +
                          1","69 m²","4
                        Yaşında","13. Kat","Optimist Fikirtepe'de Kıralık 1+1 Daire","İstanbul / Kadıköy / Fikirtepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-turgut-reis-kiralik/daire/165934-23","17","25.000","27-02-2026","Kiralık Daire","2 +
                          1","95 m²","4
                        Yaşında","Bahçe Katı","3m 'den Fatih Bulvarında 60m2 Bahçe Katı Site İçinde 2+1 Daire","İstanbul / Sultanbeyli / Turgut Reis Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-pinartepe-kiralik/daire/124073-114","40","55.000","22-02-2026","Kiralık Daire","5 +
                          2","300 m²","11
                        Yaşında","4. Kat","Pınartepe Mahallesinde 5+2 Alt 3+1 Üst 2+1 İki Girişli Daire","İstanbul / Büyükçekmece / Pınartepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/114809-277","22","24.000","02-03-2026","Kiralık Daire","2 +
                          1","80 m²","6
                        Yaşında","1. Kat","Uygun Emlaktan Kiralık 2+1 Yeni Bina Boyalı","İstanbul / Kağıthane / Çağlayan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-basaksehir-kiralik/daire/7430-2308","32","50.000","20-02-2026","Kiralık Daire","3 +
                          1","85 m²","26
                        Yaşında","8. Kat","Başakşehir Kayaşehir 10.Bölge ( 2+1 75m² ) Eşyalı Kiralık Daire","İstanbul / Başakşehir / Başakşehir Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/158631-71","25","40.000","15-02-2026","Kiralık Daire","3 +
                          2","200 m²","5
                        Yaşında","En Üst Kat","Kavaklı Sahil Mahallesi Butik Aile Sitesi 3+2 Dublex Kiralık","İstanbul / Beylikdüzü / Kavaklı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-avcilar-tahtakale-kiralik/daire/163701-39","32","77.500","11-02-2026","Kiralık Daire","4 +
                          1","221 m²","Sıfır Bina","3. Kat","Bizimevler 11de Kiralık 4+1 Geniş 221 M² Daire","İstanbul / Avcılar / Tahtakale Mah.","https://www.hepsiemlak.com/emlak-ofisi/icanbuy-163701","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","İcanbuy","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-avcilar-tahtakale-kiralik/daire/165367-35","15","52.000","26-02-2026","Kiralık Daire","2 +
                          1","110 m²","Sıfır Bina","7. Kat","Modern Yaka 2+1 Panaromik Manzara Kapalı Mutfak 100m2","İstanbul / Avcılar / Tahtakale Mah.","https://www.hepsiemlak.com/emlak-ofisi/aktepe-gayrimenkul-165367/emrah-aktepe-4613928","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Aktepe Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-pendik-suluntepe-kiralik/daire/166265-3","24","40.000","10-02-2026","Kiralık Daire","3 +
                          1","120 m²","11
                        Yaşında","2. Kat","İstanbul Pendik Sülüntepe'de Kiralık Müstakil Dubleks Daire","İstanbul / Pendik / Sülüntepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/165951-27","21","40.000","19-02-2026","Kiralık Daire","2 +
                          1","88 m²","Sıfır Bina","3. Kat","Çaglayan Vatan Cd Üzeri Su Depolu Otoparklı Ön Cephe 2+1 Sıfır","İstanbul / Kağıthane / Çağlayan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-pendik-camlik-kiralik/daire/165411-27","24","35.000","09-02-2026","Kiralık Daire","2 +
                          1","77 m²","1
                        Yaşında","6. Kat","Çamlık Garden Sitesinde 2+1 Havuzlu Güvenlikli Kiralık Daire","İstanbul / Pendik / Çamlık Mah.","","","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-cumhuriyet-kiralik/daire/150746-190","40","35.000","08-02-2026","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","7. Kat","Çekmeköy Cumhuriyet Mahallesinde 2+1 Ebeveyn Banyolu Kiralık Daire","İstanbul / Çekmeköy / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/nazimogullari-insaat-gayrimenkul-150746","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/4/7/0/5/1/a7a7fbb7-a526-4da8-b2df-2df829d7eb24.jpg","","","Nazımoğulları İnşaat Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-umraniye-site-kiralik/daire/134376-204","17","35.000","12-02-2026","Kiralık Daire","2 +
                          1","100 m²","16
                        Yaşında","2. Kat","Finans Merkezi Yanında Site Mahallesinde 3+1 Kiralık Daire -Tuğ","İstanbul / Ümraniye / Site Mah.","","","","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-istiklal-kiralik/daire/156481-268","35","46.500","07-02-2026","Kiralık Daire","2 +
                          1","85 m²","3
                        Yaşında","4. Kat","Metroya 3dk 7/24 Güvenlikli Sitede Ön Cephe 2+1 85m2 Daire","İstanbul / Ümraniye / İstiklal Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-atasehir-kayisdagi-kiralik/daire/110392-390","34","28.000","28-02-2026","Kiralık Daire","2 +
                          1","110 m²","31
                        Yaşında","3. Kat","Kayışdağı Merkezde Cadde Üzerinde 2+1 90m2 Temiz Boş Daire","İstanbul / Ataşehir / Kayışdağı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-mueyyetzade-kiralik/daire/150087-53","26","120.000","06-03-2026","Kiralık Daire","3 +
                          1","160 m²","31
                        Yaşında","4. Kat","Myd Galata Dan Boğaz Manzaralı 3+1 Kiralık Daire","İstanbul / Beyoğlu / Müeyyetzade Mah.","https://www.hepsiemlak.com/emlak-ofisi/myd-galata-real-estate-150087","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Myd Galata Real Estate","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-adalar-heybeliada-kiralik/daire/54895-1159","56","85.000","26-02-2026","Kiralık Daire","3 +
                          1","120 m²","60
                        Yaşında","Villa Katı","Planet’ten Yenilenmiş Müstakil Köşk 3+1 Kiralık","İstanbul / Adalar / Heybeliada Mah.","https://www.hepsiemlak.com/emlak-ofisi/planet-world-gayrimenkul-54895","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Planet World Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-bahcelievler-sirinevler-kiralik/daire/166136-2","16","25.000","03-02-2026","Kiralık Daire","1 +
                          1","50 m²","4
                        Yaşında","Giriş Katı","Şirinevler De Yeni Binada Kiralık 1+1 Giriş Daire","İstanbul / Bahçelievler / Şirinevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-kemal-turkler-kiralik/daire/158387-55","35","36.000","05-03-2026","Kiralık Daire","3 +
                          1","120 m²","6
                        Yaşında","3. Kat","Sarıgazi Kemal Türkler Mah. 3+1 Dublex Kiralık Daire","İstanbul / Sancaktepe / Kemal Türkler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-umraniye-armaganevler-kiralik/daire/164523-50","19","36.500","04-03-2026","Kiralık Daire","2 +
                          1","85 m²","1
                        Yaşında","1. Kat","Armağan Evlerde Ankastreli Sıfır 2+1 Kiralık Daire","İstanbul / Ümraniye / Armağanevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/159541-62","32","32.000","05-02-2026","Kiralık Daire","1 +
                          1","75 m²","6
                        Yaşında","Yüksek Giriş","Zümrütevlerde Metro Ve E5e 3 Dk Eşyalı, Aydınlık Kiralık Daire","İstanbul / Maltepe / Zümrütevler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-hurriyet-kiralik/daire/33575-1936","35","65.000","28-02-2026","Kiralık Daire","3 +
                          1","130 m²","Sıfır Bina","2. Kat","130m2 Gerçekten Çok Geniş Salon Odalar Otoprklı Asansörlü","İstanbul / Bahçelievler / Hürriyet Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-madenler-kiralik/daire/165816-26","23","30.000","25-02-2026","Kiralık Daire","2 +
                          1","140 m²","26
                        Yaşında","1. Kat","Madenlerde 2+1 Kiralık Daire","İstanbul / Ümraniye / Madenler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-ardicli-kiralik/daire/153164-37","29","23.000","05-02-2026","Kiralık Daire","1 +
                          1","80 m²","Sıfır Bina","2. Kat","Meydan Ardıçlı Cadde Cepeli Kiralık Daire","İstanbul / Esenyurt / Ardıçlı Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-sariyer-tarabya-kiralik/daire/64050-122","28","75.000","03-03-2026","Kiralık Daire","3 +
                          1","150 m²","26
                        Yaşında","2. Kat","Tarabya'da Deniz Manzaralı Kiralık Eşyalı 3+1 Daire","İstanbul / Sarıyer / Tarabya Mah.","https://www.hepsiemlak.com/emlak-ofisi/crealtive-emlak-64050","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Crealtıve Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-kartal-ugur-mumcu-kiralik/daire/13123-4425","35","34.000","06-03-2026","Kiralık Daire","1 +
                          1","60 m²","14
                        Yaşında","1. Kat","Teknik Yapı Upcity Flats Peyzaj Manzaralı Kiralık 1+1","İstanbul / Kartal / Uğur Mumcu Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-c-emlak-13123","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","F & C Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-umraniye-tantavi-kiralik/daire/139396-56","40","75.000","25-02-2026","Kiralık Daire","5 +
                          2","355 m²","16
                        Yaşında","4. Kat","Ümraniye Tantavi 300 M2 Dubleks Daire Geniş Teraslı","İstanbul / Ümraniye / Tantavi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-battalgazi-kiralik/daire/165215-8","29","26.500","26-02-2026","Kiralık Daire","2 +
                          1","90 m²","4
                        Yaşında","1. Kat","Sultanbeyli Battalgazi Mh. Hastane Yakını 2+1 Kiralık Daire","İstanbul / Sultanbeyli / Battalgazi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-baris-kiralik/daire/148155-48","35","35.000","17-02-2026","Kiralık Daire","3 +
                          1","140 m²","26
                        Yaşında","14. Kat","Barış Mah.3+1 Kiralık Daire","İstanbul / Beylikdüzü / Barış Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-atasehir-inonu-kiralik/daire/141479-268","18","29.500","17-02-2026","Kiralık Daire","1 +
                          1","35 m²","31
                        Yaşında","1. Kat","Yeditepe Alt Kapıya Yakın 1+1 Eşyalı Faturalar Dahil Kiralık","İstanbul / Ataşehir / İnönü Mah.","https://www.hepsiemlak.com/emlak-ofisi/turan-gayrimenkul-141479","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Turan Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/134099-4","35","82.000","17-02-2026","Kiralık Daire","4 +
                          1","155 m²","26
                        Yaşında","2. Kat","Teşvikiye Merkezi Konumda 4+1 Geniş Daire","İstanbul / Şişli / Teşvikiye Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-altinsehir-kiralik/daire/160129-64","43","22.500","09-01-2026","Kiralık Daire","2 +
                          1","95 m²","21
                        Yaşında","2. Kat","Altınşehir'de Merkezi Konum 2+1 2.Kat Kiralık Daire","İstanbul / Başakşehir / Altınşehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/super-noktam-160129","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Süper Noktam","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-pendik-velibaba-kiralik/daire/165250-6","24","30.000","21-02-2026","Kiralık Daire","2 +
                          1","85 m²","4
                        Yaşında","Bahçe Katı","Unay'dan Pendik Hakyapı Onlife Sitesinde Bahçe Katı 2+1 Kiralık","İstanbul / Pendik / Velibaba Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-sariyer-yenikoy-kiralik/daire/3398-2441","41","70.000","12-01-2026","Kiralık Daire","2 +
                          1","90 m²","40
                        Yaşında","3. Kat","Sarıyer Yeniköy De 2+1 Deniz Manzaralı Daire.","İstanbul / Sarıyer / Yeniköy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-battalgazi-kiralik/daire/164515-6","17","25.000","28-02-2026","Kiralık Daire","3 +
                          1","120 m²","26
                        Yaşında","5. Kat","Alisa Grup'tan Site İçerisinde Kiralık 3+1 Daire","İstanbul / Sultanbeyli / Battalgazi Mah.","","","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-sisli-19-mayis-kiralik/residence/7682-1967","40","170.000","10-02-2026","Kiralık Residence","3 +
                          1","240 m²","16
                        Yaşında","12. Kat","Şişli Plaza Kiralık 3+1 239m2 Deniz Manzaralı Daire","İstanbul / Şişli / 19 Mayıs Mah.","https://www.hepsiemlak.com/emlak-ofisi/atalay-gayrimenkul-7682","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/8/6/7/0/0/d897a918-0c63-4a21-b0ab-3e6ce37b4d2f.jpg","","","Atalay Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-sile-cavus-kiralik/daire/161343-60","15","33.000","27-02-2026","Kiralık Daire","2 +
                          1","85 m²","6
                        Yaşında","Bahçe Katı","Şile Momentum Gayrimenkul'den Kiralık 2+1 Daire","İstanbul / Şile / Çavuş Mah.","https://www.hepsiemlak.com/emlak-ofisi/sile-momentum-gayrimenkul-161343","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/4/3/1/6/1/4c66260d-af58-4e27-ab82-8a6ef1d8ab99.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Şile Momentum Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-besiktas-levent-kiralik/daire/137955-82","34","110.000","28-02-2026","Kiralık Daire","3 +
                          1","130 m²","Sıfır Bina","4. Kat","Get House’dan 3+1 Dubleks Levent Metro 1 Dk","İstanbul / Beşiktaş / Levent Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-nisbetiye-kiralik/daire/25831-9757","29","95.000","04-03-2026","Kiralık Daire","3 +
                          1","140 m²","35
                        Yaşında","2. Kat","1. Levent De Mükemmel Konunda 3+1 Kiralık Daire…","İstanbul / Beşiktaş / Nisbetiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/metur-emlak-25831/havva-ortak-25831","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Metur Emlak","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-sancaktepe-abdurrahmangazi-kiralik/daire/164080-67","15","34.000","02-03-2026","Kiralık Daire","1 +
                          1","55 m²","5
                        Yaşında","4. Kat","Evsell'dn Sinpaş Metrolife Metro Yanında Kiralık 1+1","İstanbul / Sancaktepe / Abdurrahmangazi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-pendik-dumlupinar-kiralik/daire/166191-6","34","32.500","04-03-2026","Kiralık Daire","1 +
                          1","55 m²","5
                        Yaşında","9. Kat","Havuzlu Güvenlikli Fitnesslı Aile Sitesinde Eşyalı 55 M2 1+1","İstanbul / Pendik / Dumlupınar Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-adil-kiralik/daire/126514-44","36","21.000","11-02-2026","Kiralık Daire","2 +
                          1","70 m²","3
                        Yaşında","Giriş Katı","Sultanbeyli Adil Mh Butik Site İçi 2+1 Açık Mutfak 55 M2 Kıralk","İstanbul / Sultanbeyli / Adil Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/162069-218","34","47.500","02-03-2026","Kiralık Daire","3 +
                          1","140 m²","1
                        Yaşında","4. Kat","Lüks 3+1 Dubleks Metro Metrobüs Adliye Manzara Düzlük Sıfır Bina","İstanbul / Kağıthane / Çağlayan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","",""
"https://www.hepsiemlak.com/istanbul-umraniye-parseller-kiralik/daire/163263-129","37","35.000","01-02-2026","Kiralık Daire","2 +
                          1","78 m²","2
                        Yaşında","1. Kat","Ümraniye Parseller'de 2 Yıllık Binada Ön Cephe Kiralık 2+1 Daire","İstanbul / Ümraniye / Parseller Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-hazine-163263/ali-akman-4560965","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Remax Hazine","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-kartal-orhantepe-kiralik/daire/153791-306","20","58.000","02-02-2026","Kiralık Daire","3 +
                          1","115 m²","31
                        Yaşında","3. Kat","Kartal Orhantepe'de Eşyalı Kiralık 3+1 Daire","İstanbul / Kartal / Orhantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/century-21-rekor-153791/dani-salzburg-4587173","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","Century 21 Rekor","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/istanbul-sile-balibey-kiralik/daire/148566-603","30","42.000","26-02-2026","Kiralık Daire","2 +
                          1","85 m²","4
                        Yaşında","2. Kat","Şile Remax Anka'dan Merkezde Site İçerisin'de Sıfır Eşyalı Daire","İstanbul / Şile / Balibey Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-anka-gayrimenkul-148566/zeynep-sahinoglu-4209938","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","[object Object]","Hepsiemlak’ta Yeni Üye","Remax Anka Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg"
"https://www.hepsiemlak.com/istanbul-sultanbeyli-yavuz-selim-kiralik/daire/129689-785","21","26.000","11-02-2026","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","2. Kat","Sultanbeyli Yavuz Selim Mah. Yeni Binada Kiralık 2+1 Daire","İstanbul / Sultanbeyli / Yavuz Selim Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
