"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","he-lazy-image src 2","wp-btn","he-icon href","text-ellipsis","listing-card--owner-info__firm-name"
"https://www.hepsiemlak.com/istanbul-eyupsultan-dugmeciler-kiralik/daire/108051-2594","34","50.000","17-02-2026","Kiralık Daire","3 +
                          1","180 m²","6
                        Yaşında","5. Kat","Turyap Alpha'dan Lüks Kiralık 3+1 Dubleks Asansör+otopark+ Teras","İstanbul / Eyüpsultan / Düğmeciler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-islambey-kiralik/daire/143749-107","13","17.000","06-02-2026","Kiralık Daire","2 +
                          1","85 m²","11
                        Yaşında","3. Kat","İslambey Mahallesinde 2+1 Ferah Çatı Kat","İstanbul / Arnavutköy / İslambey Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-gultepe-kiralik/daire/0-45927669","13","24.500","17-01-2026","Kiralık Daire","1 +
                          1","80 m²","30
                        Yaşında","2. Kat","Sahibinden Gültepe Ana Cadde 1+1","İstanbul / Kağıthane / Gültepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-kucuk-piyale-kiralik/daire/0-45926484","13","32.000","01-02-2026","Kiralık Daire","2 +
                          1","90 m²","30
                        Yaşında","5. Kat","Beyoğlu Kasımpaşa Merkez Eşyalı Kiralık Daire","İstanbul / Beyoğlu / Küçük Piyale Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-namik-kemal-kiralik/daire/162416-59","25","17.000","07-03-2026","Kiralık Daire","2 +
                          1","75 m²","6
                        Yaşında","Bahçe Katı","Toryuma Yürüme Mesafeli 2+1 Bahçe Kat","İstanbul / Esenyurt / Namık Kemal Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-safa-kiralik/daire/58953-60","27","25.000","07-03-2026","Kiralık Daire","2 +
                          1","95 m²","6
                        Yaşında","3. Kat","Sancaktepe Yenidoğan Sefa Mahallesi'nde 2+1 Kiralık Daire","İstanbul / Sancaktepe / Safa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-sisli-mahmut-sevket-pasa-kiralik/daire/165569-3","27","22.000","10-02-2026","Kiralık Daire","2 +
                          1","100 m²","26
                        Yaşında","5. Kat","Çift Cephe Açık Aydınlık Ferah","İstanbul / Şişli / Mahmut Şevket Paşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-tuzla-istasyon-kiralik/daire/159891-155","19","38.000","06-03-2026","Kiralık Daire","1 +
                          1","60 m²","2
                        Yaşında","2. Kat","İstasyon Mahallesi 1+1 Eşyalı Kiralık Daire","İstanbul / Tuzla / İstasyon Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-atasehir-kucukbakkalkoy-kiralik/daire/87323-255","41","38.000","01-03-2026","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","2. Kat","Küçükbakkalköy Bankalara Yakın Lüks 1+ 1 Daire 38.000tl","İstanbul / Ataşehir / Küçükbakkalköy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-fatih-aksemsettin-kiralik/daire/145859-282","26","21.500","13-02-2026","Kiralık Daire","1 +
                          1","65 m²","45
                        Yaşında","3. Kat","Fiyat Düştü  Fatih Merkezde Kiralık Daire","İstanbul / Fatih / Akşemsettin Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-sisli-kaptan-pasa-kiralik/daire/136956-117","21","55.000","25-01-2026","Kiralık Daire","3 +
                          1","120 m²","24
                        Yaşında","15. Kat","Okmeydanı Ümit Sitesi 3+1 Kiralık Daire","İstanbul / Şişli / Kaptan Paşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/olivia-gayrimenkul-136956","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Olivia Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-kucukcekmece-fevzi-cakmak-kiralik/daire/165304-10","23","70.000","09-02-2026","Kiralık Daire","3 +
                          1","170 m²","Sıfır Bina","7. Kat","Sega Life Yüksek Kat Ebeveyn Banyolu 3+1 Kiralık Daire","İstanbul / Küçükçekmece / Fevzi Çakmak Mah.","","","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-esenyurt-inonu-kiralik/daire/159782-130","34","17.500","23-01-2026","Kiralık Daire","2 +
                          1","100 m²","6
                        Yaşında","1. Kat","İstanbul Esenyurt İnönü Mah.2+1 Kiralık Daire","İstanbul / Esenyurt / İnönü Mah.","","","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-dugmeciler-kiralik/daire/49068-2115","35","57.000","19-01-2026","Kiralık Daire","3 +
                          1","130 m²","5
                        Yaşında","1. Kat","Düğmeciler’de Asansörlü, Otoparklı, Haliç Manzaralı Kiralık Lüks 3+1 Daire","İstanbul / Eyüpsultan / Düğmeciler Mah.","https://www.hepsiemlak.com/emlak-ofisi/altin-emlak-gaziosmanpasa-temsilciligi-49068","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/6/0/9/4/0/64f14831-d3f2-40a1-b334-1b0ef81b26df.jpg","","Whatsapp","","","Altın Emlak Gaziosmanpaşa Temsilciliği"
"https://www.hepsiemlak.com/istanbul-basaksehir-altinsehir-kiralik/daire/165528-17","16","35.000","04-02-2026","Kiralık Daire","3 +
                          1","130 m²","2
                        Yaşında","2. Kat","Altınşehir De Kiralık 3+1 Arakat Daire","İstanbul / Başakşehir / Altınşehir Mah.","https://www.hepsiemlak.com/emlak-ofisi/peksoy-insaat-gayrimenkul-165528","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye","Peksoy İnşaat Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-basaksehir-sahintepe-kiralik/daire/165248-17","30","30.000","15-01-2026","Kiralık Daire","4 +
                          1","130 m²","Sıfır Bina","Kot 3","Kiralık Dubleks","İstanbul / Başakşehir / Şahintepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-uskudar-mimar-sinan-kiralik/daire/164654-13","41","45.000","14-01-2026","Kiralık Daire","3 +
                          0","110 m²","35
                        Yaşında","2. Kat","Üsküdar Merkeze Yakın Full Eşyalı 3+1 Kiralık 2. Kat Daire","İstanbul / Üsküdar / Mimar Sinan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-fatih-balat-kiralik/daire/128957-434","17","24.000","08-01-2026","Kiralık Daire","1 +
                          1","50 m²","35
                        Yaşında","4. Kat","Balat Merkezde 1+1 Eşyalı Daire","İstanbul / Fatih / Balat Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-sinanpasa-kiralik/daire/153354-20","35","35.000","08-03-2026","Kiralık Daire","Stüdyo","50 m²","26
                        Yaşında","1. Kat","Beşiktaş Çarşı İçinde Premium 1+0 Eşyalı Stüdya Daireler","İstanbul / Beşiktaş / Sinanpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-kiralik/daire/46205-1688","60","34.000","09-02-2026","Kiralık Daire","3 +
                          1","110 m²","31
                        Yaşında","6. Kat","Fiyat Düştü Acil Emniyetevlerinde 3+1 110m2 Kiralık Daire","İstanbul / Kağıthane / Emniyet Evleri Mah.","https://www.hepsiemlak.com/emlak-ofisi/superpol-insaat-ve-emlak-gayrimenkul-danismanligi-46205/suleyman-polat-877611","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Süperpol İnşaat Ve Emlak Gayrimenkul Danışmanlığı"
"https://www.hepsiemlak.com/istanbul-kadikoy-fenerbahce-kiralik/daire/145663-70","20","175.000","20-02-2026","Kiralık Daire","4 +
                          1","170 m²","6
                        Yaşında","2. Kat","Fenerbahçe Kiralık 4+1 Balkonlu Geniş M2","İstanbul / Kadıköy / Fenerbahçe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-esenkent-kiralik/daire/150860-5","20","20.000","07-02-2026","Kiralık Daire","2 +
                          1","75 m²","11
                        Yaşında","3. Kat","Esenkent Mahallesinde Toki Ve Baraj Yoluna Yakın Daire","İstanbul / Ümraniye / Esenkent Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-ataturk-kiralik/daire/57696-42","50","35.000","21-02-2026","Kiralık Daire","4 +
                          1","150 m²","16
                        Yaşında","4. Kat","Sarıgazı Merkezde Büyük Dubleks Daire","İstanbul / Sancaktepe / Atatürk Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-sultangazi-zubeyde-hanim-kiralik/daire/145679-419","22","17.000","05-01-2026","Kiralık Daire","2 +
                          1","75 m²","11
                        Yaşında","4. Kat","Bülent Yılmaz'dan Kiralık Teras Katı 2+1 Daire","İstanbul / Sultangazi / Zübeyde Hanım Mah.","https://www.hepsiemlak.com/emlak-ofisi/bulent-yilmaz-gayrimenkul-145679","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Bülent Yılmaz Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-arnavutkoy-anadolu-kiralik/daire/164432-13","16","28.250","18-01-2026","Kiralık Daire","5 +
                          1","170 m²","6
                        Yaşında","4. Kat","Arnavutköy'de Merkezi Konumda Yeni Binada 5+1 Kiralık Dubleks","İstanbul / Arnavutköy / Anadolu Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-silivri-yeni-kiralik/daire/158074-43","16","25.000","29-12-2025","Kiralık Daire","3 +
                          1","135 m²","21
                        Yaşında","2. Kat","Yeni Mahalle Kiralık 3+1 Daire","İstanbul / Silivri / Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/zerya-yapi-gayrimenkul-158074","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye","Zerya Yapı Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-beylikduzu-gurpinar-kiralik/villa/110589-1594","49","65.000","12-02-2026","Kiralık Villa","4 +
                          2","280 m²","25
                        Yaşında","","Beylikdüzü Gürpınar Merkezi Konum Havuzlu Site İçi Kiralık Villa","İstanbul / Beylikdüzü / Gürpınar Mah.","https://www.hepsiemlak.com/emlak-ofisi/gold-yapi-gayrimenkul-110589","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Gold Yapı Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-kiralik/daire/156312-91","10","13.000","29-01-2026","Kiralık Daire","2 +
                          1","95 m²","15
                        Yaşında","3. Kat","Yeşilkent Mahallesinde 2+1 Kiralık Ara Kat Daire","İstanbul / Esenyurt / Yeşilkent Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-bahcelievler-kiralik/villa/159368-26","35","45.000","23-02-2026","Kiralık Villa","4 +
                          1","240 m²","31
                        Yaşında","Bahçe Katı","İşyerine Kiralamaya Uygun İçi Restorasyona Hazır Triplex Villa","İstanbul / Büyükçekmece / Bahçelievler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-atasehir-ataturk-kiralik/daire/44049-9181","29","67.000","04-03-2026","Kiralık Daire","1 +
                          1","134 m²","6
                        Yaşında","20. Kat","Andromeda Gold'da 1+1 Kiralık Daire","İstanbul / Ataşehir / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-fenomen-44049","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Coldwell Banker Fenomen"
"https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/1678-980","18","120.000","03-03-2026","Kiralık Daire","4 +
                          1","210 m²","30
                        Yaşında","Ara Kat","Etiler Dubleks Güvenlikli Kiralık Daire","İstanbul / Beşiktaş / Etiler Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-esenyurt-koza-kiralik/daire/32175-4107","21","25.000","06-03-2026","Kiralık Daire","2 +
                          1","110 m²","6
                        Yaşında","21 ve üzeri","Akbatı Kozapark Sedef Bloklarınfa Kiralık 2+1 Daire","İstanbul / Esenyurt / Koza Mah.","https://www.hepsiemlak.com/emlak-ofisi/bahcesehir-avrupa-emlak-danismanligi-32175","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Bahçeşehir Avrupa Emlak Danışmanlığı"
"https://www.hepsiemlak.com/istanbul-arnavutkoy-boyalik-kiralik/villa/109249-860","30","290.000","16-01-2026","Kiralık Villa","5 +
                          2","400 m²","21
                        Yaşında","Bahçe Katı","Durusu Park Evleri'nde 5+2 Eşyalı Galerili Havuzlu Bahçeli Villa","İstanbul / Arnavutköy / Boyalık Mah.","https://www.hepsiemlak.com/emlak-ofisi/afife-elbirlik-gayrimenkul-danismanlik-109249/afife-elbirlik-2272078","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Afife Elbirlik Gayrimenkul Danışmanlık"
"https://www.hepsiemlak.com/istanbul-basaksehir-guvercintepe-kiralik/daire/121554-705","13","23.000","22-01-2026","Kiralık Daire","2 +
                          1","110 m²","3
                        Yaşında","5. Kat","Başakşehir Güvercintepede Kiralık 2+1arakat Daire","İstanbul / Başakşehir / Güvercintepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/guler-yapi-gayrimenkul-ve-otomotiv-121554/hediye-gulersoyler-2787966","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Whatsapp","","","Güler Yapı Gayrimenkul Ve Otomotiv"
"https://www.hepsiemlak.com/istanbul-sisli-esentepe-kiralik/residence/8525-57057","33","650.000","08-02-2026","Kiralık Residence","6 +
                          1","650 m²","15
                        Yaşında","21 ve üzeri","Sapphire Residence Boğaz Manzaralı Eşyalı&eşyasız Kiralık 6+1","İstanbul / Şişli / Esentepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/versatie-selenium-twins-zorlu-center-8525/fatih-celikkol-4041723","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Whatsapp","","","Versatıe Selenıum Twins Zorlu Center"
"https://www.hepsiemlak.com/istanbul-cekmekoy-kirazlidere-kiralik/daire/163902-121","10","30.000","30-01-2026","Kiralık Daire","1 +
                          1","68 m²","11
                        Yaşında","3. Kat","Kiralık Eşyalı 1+1 Rezidance Ta Havuzlu Daire","İstanbul / Çekmeköy / Kirazlıdere Mah.","","","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-umraniye-tatlisu-kiralik/daire/159336-19","12","75.000","05-02-2026","Kiralık Daire","3 +
                          1","169 m²","16
                        Yaşında","4. Kat","Merit Life Göl Konakları Bakımlı Güzel Konum 169m2 3+1 Kiralık","İstanbul / Ümraniye / Tatlısu Mah.","https://www.hepsiemlak.com/emlak-ofisi/re-house-gayrimenkul-159336","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/3/3/9/5/1/ea181cc0-ab4c-4af1-8d12-f208823f2e7f.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye","Re-house Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-kadikoy-osmanaga-kiralik/daire/7553-17010","33","125.000","19-02-2026","Kiralık Daire","3 +
                          1","140 m²","Sıfır Bina","2. Kat","Moda'da Yoğurtçu Parkı Manzaralı Sıfır ,Katta Tek, Çift Balkonlu, E.Banyolu 140m2 3+1 Boş Daire","İstanbul / Kadıköy / Osmanağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/bogazici-emlak-7553/bogazici-emlak-7553","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/5/5/7/0/0/4d38075e-2e78-41e1-b599-0d0e1c2312fe.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/5/7/0/0/147e9c2e-58d0-489a-80a6-8b6340dde1cf.jpg","Whatsapp","","","Boğaziçi Emlak"
"https://www.hepsiemlak.com/istanbul-sile-kumbaba-kiralik/villa/73657-1566","34","52.000","18-02-2026","Kiralık Villa","3 +
                          1","160 m²","31
                        Yaşında","Bahçe Katı","Servet Ten Kumbabada Müstakil Bahçeli Kiralık Villa","İstanbul / Şile / Kumbaba Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-tuzla-mimar-sinan-kiralik/daire/67448-625","25","28.000","05-02-2026","Kiralık Daire","2 +
                          1","95 m²","3
                        Yaşında","4. Kat","Kiptaş Meydan Evlerinde Ara Kat 2+1","İstanbul / Tuzla / Mimar Sinan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-kiralik/daire/88208-2086","12","40.000","26-02-2026","Kiralık Daire","2 +
                          1","80 m²","31
                        Yaşında","3. Kat","Başvekil Emlaktan Çukurbostan Civ. 3.Kat 2+1 Lüks Yapılı Daire.","İstanbul / Fatih / Seyyid Ömer Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-acibadem-kiralik/daire/6231-16339","12","49.000","25-02-2026","Kiralık Daire","1 +
                          1","55 m²","8
                        Yaşında","11. Kat","Acıbadem The Mandarins’te Prestijli 1+1 Açık Cephe Daire","İstanbul / Kadıköy / Acıbadem Mah.","https://www.hepsiemlak.com/emlak-ofisi/space-istanbul-gayrimenkul-6231/haydar-cihat-dog-4573527","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Space İstanbul Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-sisli-bozkurt-kiralik/daire/34800-2326","12","40.000","28-02-2026","Kiralık Daire","1 +
                          1","75 m²","40
                        Yaşında","5. Kat","Yeni Asır Emlak'dan 1+1 Asansörlü Süper Konumda Eşyalı Daire","İstanbul / Şişli / Bozkurt Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-rami-yeni-kiralik/daire/122465-276","17","39.000","18-02-2026","Kiralık Daire","2 +
                          1","110 m²","26
                        Yaşında","1. Kat","Rami Yenimahalle'de 2+1 Full Eşyalı Arakat","İstanbul / Eyüpsultan / Rami Yeni Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-mustafa-kemal-pasa-kiralik/daire/153508-144","","27.500","08-03-2026","Kiralık Daire","2 +
                          1","115 m²","6
                        Yaşında","3. Kat","Mavigün Kolejinin Arkasında Eşyalı Kiralık Daire","İstanbul / Arnavutköy / Mustafa Kemal Paşa Mah.","","","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-kiralik/daire/7006-351","17","40.000","03-03-2026","Kiralık Daire","2 +
                          1","120 m²","15
                        Yaşında","4. Kat","Mesa Nurol Kirazlıbahçe De Kiralık Manzaralı 2+1 Daire","İstanbul / Başakşehir / Bahçeşehir 1. Kısım Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-cakmak-kiralik/daire/166713-9","33","37.000","24-02-2026","Kiralık Daire","2 +
                          1","160 m²","16
                        Yaşında","5. Kat","Çakmak Varan Cad.Yakın 2+1 Teraslı Geniş Dublex Daire","İstanbul / Ümraniye / Çakmak Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye",""
"https://www.hepsiemlak.com/istanbul-umraniye-esenkent-kiralik/daire/163263-146","39","27.000","05-03-2026","Kiralık Daire","3 +
                          1","120 m²","26
                        Yaşında","2. Kat","Esenkent Mah Baraj Yolu Doğuş Üni. Yakın 3+1 Kiralık Daire","İstanbul / Ümraniye / Esenkent Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-hazine-163263/ali-akman-4560965","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","[object Object]","Hepsiemlak’ta Yeni Üye","Remax Hazine"
"https://www.hepsiemlak.com/istanbul-tuzla-yayla-kiralik/daire/138800-433","41","30.500","25-02-2026","Kiralık Daire","2 +
                          1","98 m²","21
                        Yaşında","1. Kat","Ella'dan İşbankalılar Yalıkent Sitesinde 2+1 Kiralık Daire","İstanbul / Tuzla / Yayla Mah.","https://www.hepsiemlak.com/emlak-ofisi/ella-gayrimenkul-danismanlik-138800","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Ella Gayrimenkul Danışmanlık"
"https://www.hepsiemlak.com/istanbul-sancaktepe-osmangazi-kiralik/daire/136181-1339","32","35.000","25-02-2026","Kiralık Daire","3 +
                          1","135 m²","26
                        Yaşında","3. Kat","Sancaktepe Osmangazi Mh Seçkin Teletaş Sitesi 3+1 Kiralık Daire","İstanbul / Sancaktepe / Osmangazi Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-premium-sancaktepe-136181","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Turyap Premıum Sancaktepe"
"https://www.hepsiemlak.com/istanbul-uskudar-burhaniye-kiralik/daire/139012-809","18","25.000","26-02-2026","Kiralık Daire","2 +
                          1","100 m²","26
                        Yaşında","3. Kat","Remax Anı 'dan Burhaniye Merkez Cadde Üzerinde Kiralık 2+1 Daire","İstanbul / Üsküdar / Burhaniye Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ani-139012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Whatsapp","","","Remax Anı"
"https://www.hepsiemlak.com/istanbul-kartal-orhantepe-kiralik/daire/35882-19236","35","100.000","12-02-2026","Kiralık Daire","3 +
                          1","200 m²","11
                        Yaşında","2. Kat","Dragos Orhantepe Sahilde Komple Sıfırlanmış 150 M2 Net 3 Katlı !","İstanbul / Kartal / Orhantepe Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
"https://www.hepsiemlak.com/istanbul-pendik-camcesme-kiralik/daire/23950-539","35","24.500","02-03-2026","Kiralık Daire","3 +
                          1","125 m²","26
                        Yaşında","6. Kat","Pendik Çamçeşmede Merkezde Ferah 2wcli Ulaşımsüper Asansörlü","İstanbul / Pendik / Çamçeşme Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","Whatsapp","","",""
