"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","he-icon href","text-ellipsis","he-lazy-image src","img-wrp href","he-lazy-image src 2","listing-card--owner-info__firm-name","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-arnavutkoy-baklali-kiralik/daire/0-46224709","12","1.375.000","05-03-2026","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","4. Kat","Baklalı Toki 10 Yıllık Peşin Kiralık","İstanbul / Arnavutköy / Baklalı Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-esenler-namik-kemal-kiralik/daire/45783-2930","24","30.000","02-03-2026","Kiralık Daire","2 +
                          1","70 m²","11
                        Yaşında","3. Kat","Yakamozdan Namık Kemalde 2+1 70m² Balkonlu Kiralık Daire","İstanbul / Esenler / Namık Kemal Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/yakamoz-gayrimenkul-esenler-45783","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yakamoz Gayrimenkul Esenler",""
"https://www.hepsiemlak.com/istanbul-sariyer-ferahevler-kiralik/daire/10000-16502","28","70.000","06-03-2026","Kiralık Daire","1 +
                          1","85 m²","8
                        Yaşında","3. Kat","Artı Tarabya'da Kent Orman'a 20 Metre Kiralık 1+1 Daire","İstanbul / Sarıyer / Ferahevler Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/ozgur-coban-gayrimenkul-10000/onder-coban-2194122","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Özgür Çoban Gayrimenkul","Önder
          Çoban"
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-karlitepe-kiralik/daire/166658-13","12","35.000","24-02-2026","Kiralık Daire","2 +
                          1","85 m²","26
                        Yaşında","1. Kat","Gop. Karlıtepe Mah. Bülbüldere Cad. 1.Kat 85m² 2+1 Kiralık Daire","İstanbul / Gaziosmanpaşa / Karlıtepe Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-kiralik/daire/166539-3","12","100.000","24-02-2026","Kiralık Daire","3 +
                          1","120 m²","8
                        Yaşında","6. Kat","Caddebostan","İstanbul / Kadıköy / Erenköy Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-inonu-kiralik/daire/0-46091906","12","30.000","08-03-2026","Kiralık Daire","1 +
                          1","45 m²","40
                        Yaşında","3. Kat","Sahibinden Eşyalı 1+1 Faturalar Dahil","İstanbul / Şişli / İnönü Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-gokturk-merkez-kiralik/daire/126070-43","28","52.000","02-03-2026","Kiralık Daire","1 +
                          1","70 m²","1
                        Yaşında","1. Kat","Göktürk İstanbul Caddesi’nde Metroya Yakın, Full Donanımlı Sitede Kiralık 1+1 Daire","İstanbul / Eyüpsultan / Göktürk Merkez Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-gurpinar-kiralik/daire/0-43505986","12","9.000","05-03-2026","Kiralık Daire","2 +
                          1","90 m²","25
                        Yaşında","1. Kat","Öğrenciye Beylikdüzü Gürpınarda Kiralık Eşyalı Kombili","İstanbul / Beylikdüzü / Gürpınar Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/3640-2878","11","25.000","02-03-2026","Kiralık Daire","2 +
                          1","70 m²","40
                        Yaşında","Giriş Katı","Mecidiyeköy Gülbağ Mah Giriş 2+1","İstanbul / Şişli / Gülbahar Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-dereagzi-kiralik/daire/55001-1143","11","16.000","16-02-2026","Kiralık Daire","2 +
                          1","85 m²","30
                        Yaşında","Giriş Katı","Beylikdüzü Gürpınar Merkez Yakın 2+1 Uygun Kiralık Giriş Kat Daire","İstanbul / Beylikdüzü / Dereağzı Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/166708-6","16","30.500","07-03-2026","Kiralık Daire","2 +
                          1","70 m²","Sıfır Bina","3. Kat","Süzerden Metroya Yakın 2+1 Sıfır Arakat Daire","İstanbul / Maltepe / Zümrütevler Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/129688-1367","27","35.000","07-03-2026","Kiralık Daire","3 +
                          1","135 m²","20
                        Yaşında","5. Kat","Maltepe Zümrütevlerde Oldukça Geniş Kullanışlı 3+1 Kiralık Daire","İstanbul / Maltepe / Zümrütevler Mah.","","","","","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-kazim-karabekir-kiralik/daire/167036-9","24","13.000","06-03-2026","Kiralık Daire","2 +
                          1","85 m²","21
                        Yaşında","Bahçe Katı","Karabekirde 2+1 Müstakil Uygun Fiyatlı Konut Fırsatı","İstanbul / Ümraniye / Kazım Karabekir Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","","","","",""
"https://www.hepsiemlak.com/istanbul-sultangazi-yunus-emre-kiralik/daire/166639-387","22","35.000","06-03-2026","Kiralık Daire","3 +
                          1","125 m²","21
                        Yaşında","3. Kat","Bin Yapıdan Yunus Emre Mahallesinde 3+1 120m2 Kiralık Daire","İstanbul / Sultangazi / Yunus Emre Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/bin-yapi-gayrimenkul-166639","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Bin Yapı Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-eyupsultan-guzeltepe-kiralik/daire/140206-190","34","31.000","05-03-2026","Kiralık Daire","1 +
                          1","70 m²","5
                        Yaşında","Giriş Katı","Güzeltepede Full Eşyalı Kiralık Düz Giriş Kat","İstanbul / Eyüpsultan / Güzeltepe Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/114831-110","30","40.000","05-03-2026","Kiralık Daire","4 +
                          1","150 m²","6
                        Yaşında","3. Kat","Harmantepede Caddeye Paralel Teraslı 4+1 Kiralık Dubleks Daire","İstanbul / Kağıthane / Harmantepe Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/er-emlak-gayrimenkul-114831","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Er Emlak Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-adil-kiralik/daire/136824-356","57","26.000","05-03-2026","Kiralık Daire","2 +
                          1","88 m²","6
                        Yaşında","2. Kat","Adil Mah' De 2+1 Geniş Balkonlu Daire","İstanbul / Sultanbeyli / Adil Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-bagcilar-hurriyet-kiralik/daire/146998-26","19","30.750","04-03-2026","Kiralık Daire","2 +
                          1","95 m²","11
                        Yaşında","Yüksek Giriş","Yazıcı Emlaktan Tadilatlı Geniş Yüksek Giriş Daire","İstanbul / Bağcılar / Hürriyet Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-karadeniz-kiralik/daire/166516-48","19","43.000","04-03-2026","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","1. Kat","Yılmazdan Karadeniz Tranvayın Yanında 2+1 85 M2 Daire","İstanbul / Gaziosmanpaşa / Karadeniz Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-inonu-kiralik/daire/162951-121","22","24.750","06-03-2026","Kiralık Daire","2 +
                          1","95 m²","21
                        Yaşında","2. Kat","Arin'den İnönü Mahallesinde Kiralık 2.Kat 2+1 Daire 85m2","İstanbul / Küçükçekmece / İnönü Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-tasdelen-kiralik/daire/5121-11691","60","32.500","04-03-2026","Kiralık Daire","2 +
                          1","100 m²","21
                        Yaşında","Yüksek Giriş","▃yatırım▃çekmeköy Havaş Evleri Sitesinde Güvenlikli Geniş 2+1","İstanbul / Çekmeköy / Taşdelen Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/yatirim-gayrimenkul-5121/yatirim-gayrimenkul-5121","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Yatırım Gayrimenkul","Yatırım
          Gayrimenkul"
"https://www.hepsiemlak.com/istanbul-avcilar-mustafa-kemal-pasa-kiralik/daire/163396-81","25","40.000","06-03-2026","Kiralık Daire","3 +
                          1","200 m²","16
                        Yaşında","1. Kat","Kiralık 3+1 Daire 175m Net Cuma Pazarı Yanı Mustafa Kemalpaşa Mh","İstanbul / Avcılar / Mustafa Kemal Paşa Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-halide-edip-adivar-kiralik/daire/125271-233","40","39.000","03-03-2026","Kiralık Daire","2 +
                          1","100 m²","21
                        Yaşında","3. Kat","Real Golden Keyden Akar Caddesi Üzeri Full Eşyalı 100m2 2+1 Dair","İstanbul / Şişli / Halide Edip Adıvar Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-duatepe-kiralik/daire/134330-609","16","60.000","04-03-2026","Kiralık Daire","4 +
                          1","150 m²","31
                        Yaşında","1. Kat","Bomonti'de 3+1 140 M2 Boş Kiralık Daire","İstanbul / Şişli / Duatepe Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-battalgazi-kiralik/daire/156118-55","19","25.000","03-03-2026","Kiralık Daire","2 +
                          1","85 m²","Sıfır Bina","Yüksek Giriş","Battalgazi Mah Kiralık 2+1sıfır Daire","İstanbul / Sultanbeyli / Battalgazi Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-telsizler-kiralik/daire/139186-243","15","24.000","07-03-2026","Kiralık Daire","2 +
                          1","90 m²","21
                        Yaşında","3. Kat","Kağıthane Gültepe Telsizler","İstanbul / Kağıthane / Telsizler Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-pendik-kurtkoy-kiralik/daire/123658-32","19","36.500","03-03-2026","Kiralık Daire","3 +
                          1","140 m²","11
                        Yaşında","2. Kat","Kurtköy Merkez'de Kiralık 3+1 Metro Yürüme Mesafesinde","İstanbul / Pendik / Kurtköy Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-esenler-nine-hatun-kiralik/daire/143026-158","20","20.000","02-03-2026","Kiralık Daire","2 +
                          1","90 m²","28
                        Yaşında","Bahçe Katı","Esenler Nene Hatun Mahallesinde Kiralık Daire","İstanbul / Esenler / Nine Hatun Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-basaksehir-ziya-gokalp-kiralik/daire/166866-23","27","79.000","02-03-2026","Kiralık Daire","3 +
                          1","170 m²","11
                        Yaşında","21 ve üzeri","Ağaoğlu My World Kiralık Tadilatlı Lüks Eşyalı3+1 Havuz Cepheli","İstanbul / Başakşehir / Ziya Gökalp Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-feyzullah-kiralik/daire/166955-18","24","51.000","02-03-2026","Kiralık Daire","2 +
                          1","65 m²","6
                        Yaşında","3. Kat","Süreyyapaşa  Marmaraya Yürüme Mesafesinde 6 Yıllık Binada Açık Mutfak 2+1 Kiralık Daire","İstanbul / Maltepe / Feyzullah Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-kazim-karabekir-pasa-kiralik/daire/163740-33","17","50.000","01-03-2026","Kiralık Daire","3 +
                          1","127 m²","26
                        Yaşında","1. Kat","Yenilenmiş 3+1 | Etfal Hastanesine, Sahile, Duraklara Yakın","İstanbul / Sarıyer / Kazım Karabekir Paşa Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-mavigol-kiralik/daire/165906-31","15","27.000","06-03-2026","Kiralık Daire","2 +
                          1","90 m²","Sıfır Bina","2. Kat","Mavigöl Mh Kiralık 2+1 Amerikan Mutfaklı Arakat Daire Balkonlu","İstanbul / Arnavutköy / Mavigöl Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/bolluca-emlak-165906","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Bolluca Emlak",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-merkez-kiralik/daire/128966-46","32","19.000","01-03-2026","Kiralık Daire","1 +
                          1","55 m²","11
                        Yaşında","Giriş Katı","Çekmeköy Merkez Mahallesinde Kiralık 1+1 Daire","İstanbul / Çekmeköy / Merkez Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-karadeniz-kiralik/daire/166944-1","28","18.500","03-03-2026","Kiralık Daire","1 +
                          1","75 m²","16
                        Yaşında","Giriş Katı","Müstakil Girişli 1+1 Temiz Daire","İstanbul / Gaziosmanpaşa / Karadeniz Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-esenkent-kiralik/daire/166888-7","15","26.000","07-03-2026","Kiralık Daire","2 +
                          1","100 m²","21
                        Yaşında","Giriş Katı","Yusuf Arslan ' 3 Katlı (2+1) D.Gazlı Daire Ana Cadde Üzerinde","İstanbul / Maltepe / Esenkent Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","","","","",""
"https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-kiralik/daire/166914-18","35","45.000","26-02-2026","Kiralık Daire","2 +
                          1","85 m²","2
                        Yaşında","3. Kat","Güneyden Metroya 5 Dakika Yürüme 2+1.85m2 Yeni Daire","İstanbul / Maltepe / Zümrütevler Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","","","","",""
"https://www.hepsiemlak.com/istanbul-sile-cavus-kiralik/villa/148566-728","35","85.000","26-02-2026","Kiralık Villa","4 +
                          1","250 m²","2
                        Yaşında","Bahçe Katı","Şilenin Merkezi Noktasında Ormanın İçinde İzole Villa","İstanbul / Şile / Çavuş Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/6/5/8/4/1/8a53c0e9-6739-4013-87a9-c5c23a52e330.jpg","https://www.hepsiemlak.com/emlak-ofisi/remax-anka-gayrimenkul-148566","","Remax Anka Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-mimar-sinan-kiralik/daire/67619-2557","35","35.000","07-03-2026","Kiralık Daire","2 +
                          1","90 m²","10
                        Yaşında","Yüksek Giriş","Çekmeköy Mimar Sinan Mah Nilüfer Sok Kiralık 2+1 Daire","İstanbul / Çekmeköy / Mimar Sinan Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-umraniye-camlik-kiralik/daire/166676-34","34","42.000","26-02-2026","Kiralık Daire","2 +
                          1","110 m²","16
                        Yaşında","Zemin","Güvenlikli Site İçerisinde 2+1 Eşyalı Kiralık Giriş Kat Daire","İstanbul / Ümraniye / Çamlık Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-bahcelievler-soganli-kiralik/daire/60890-943","30","15.000","07-03-2026","Kiralık Daire","1 +
                          1","45 m²","31
                        Yaşında","Bodrum","Bekara Ve Aileye Uygun Kiralık 1+1 B.Kat Daire","İstanbul / Bahçelievler / Soğanlı Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-yesilce-kiralik/daire/158189-86","17","22.000","24-02-2026","Kiralık Daire","1 +
                          1","75 m²","25
                        Yaşında","1. Kat","Kağıthane Yeşilce Sultanselim 1+1 Kiralık Daire","İstanbul / Kağıthane / Yeşilce Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kadikoy-acibadem-kiralik/daire/166824-8","19","80.000","25-02-2026","Kiralık Daire","4 +
                          1","155 m²","26
                        Yaşında","1. Kat","Acıbadem Hast.Karşısı Acıbadem Sitesinde 4+1 1.Kat Daire","İstanbul / Kadıköy / Acıbadem Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-fatih-hirka-i-serif-kiralik/daire/141419-357","25","32.000","02-03-2026","Kiralık Daire","2 +
                          1","75 m²","40
                        Yaşında","1. Kat","Minimalist'ten Emniyet Metroya 5 Dk Geniş 1.Ara Kat 2+1 75m2","İstanbul / Fatih / Hırka-i Şerif Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/minimalist-gayrimenkul-insaat-141419","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Minimalist Gayrimenkul İnşaat",""
"https://www.hepsiemlak.com/istanbul-besiktas-ortakoy-kiralik/daire/118119-563","38","140.000","23-02-2026","Kiralık Daire","2 +
                          1","148 m²","26
                        Yaşında","3. Kat","Ulus Ortaköy Arası ,Özel Binada 3.Kat 3+1,140m2,Temiz Bakımlı,Özel Çatı Dubleks  Teraslı Manzaralı","İstanbul / Beşiktaş / Ortaköy Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/hilmi-tinmaz-gayrimenkul-118119","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hilmi Tınmaz Gayrimenkul",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-necip-fazil-kiralik/daire/130870-641","15","28.000","04-03-2026","Kiralık Daire","4 +
                          1","100 m²","Sıfır Bina","Bodrum ve Zemin","Nobel Gayrimenkulden Sultanbeylide  Kiralık","İstanbul / Sultanbeyli / Necip Fazıl Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/nobel-gayrimenkul-ve-danismanlik-130870","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Nobel Gayrimenkul Ve Danışmanlık",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/150742-72","29","130.000","03-03-2026","Kiralık Daire","3 +
                          1","168 m²","Sıfır Bina","3. Kat","Capital'den Tema İstanbul 2'de Kiralık 3+1 Hiç Kullanılmamış","İstanbul / Küçükçekmece / Atakent Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-bakirkoy-yesilkoy-kiralik/daire/30826-3617","35","43.000","05-03-2026","Kiralık Daire","1 +
                          1","45 m²","4
                        Yaşında","Yüksek Giriş","Yeşilköy'de, Marmaray'ın Yanında, Yeni Bina 1+1 Ankastreli Daire","İstanbul / Bakırköy / Yeşilköy Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/136229-634","30","32.500","04-03-2026","Kiralık Daire","2 +
                          1","70 m²","6
                        Yaşında","Kot 1","Merkezi Lokasyonda Yeni Binada Full Eşyalı 2+1 Daire","İstanbul / Kağıthane / Çağlayan Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-avcilar-cihangir-kiralik/daire/163822-14","29","30.000","08-03-2026","Kiralık Daire","1 +
                          1","80 m²","Sıfır Bina","2. Kat","Meşrutiyet Cad. Sıfır Ön Cephe Geniş 1+1 Kiralık Daire","İstanbul / Avcılar / Cihangir Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-yavuzturk-kiralik/daire/131612-2293","54","21.000","08-03-2026","Kiralık Daire","2 +
                          1","100 m²","31
                        Yaşında","Giriş Katı","Üsk/yavuztürk Mah/2+1/balkonlu/kombili/kiralık Daire","İstanbul / Üsküdar / Yavuztürk Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/deniz-emlak-131612","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Deniz Emlak",""
"https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-kiralik/daire/144748-1188","19","31.000","06-03-2026","Kiralık Daire","2 +
                          1","75 m²","10
                        Yaşında","Yüksek Giriş","Cumhuriyet Mahallesinde Aydınlık  2+1 Yüksek Giriş","İstanbul / Küçükçekmece / Cumhuriyet Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/on-el-emlak-144748","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","On-el Emlak",""
"https://www.hepsiemlak.com/istanbul-sisli-yayla-kiralik/daire/136790-89","18","45.000","06-03-2026","Kiralık Daire","3 +
                          1","110 m²","26
                        Yaşında","5. Kat","Şişli Feriköy'de 3+1 Kiralık Daire","İstanbul / Şişli / Yayla Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-silivri-yeni-kiralik/daire/139888-274","33","25.000","03-03-2026","Kiralık Daire","3 +
                          1","125 m²","26
                        Yaşında","2. Kat","Silivri Yeni Mahalle'de Kiralık 3+1 Önü Açık Ferah Daire","İstanbul / Silivri / Yeni Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-sarigol-kiralik/daire/166704-5","28","27.500","20-02-2026","Kiralık Daire","3 +
                          1","125 m²","21
                        Yaşında","Kot 1","Özgen'den 120m2 3+1 Giriş Altı Kiralık Daire","İstanbul / Gaziosmanpaşa / Sarıgöl Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-karlitepe-kiralik/daire/166720-24","23","26.000","26-02-2026","Kiralık Daire","2 +
                          1","87 m²","26
                        Yaşında","2. Kat","Gop Karlıtepe Mahallesinde 2+1 Balkonlu Kiralık Daire","İstanbul / Gaziosmanpaşa / Karlıtepe Mah.","[object Object]","Hepsiemlak’ta Yeni Üye","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-valide-i-atik-kiralik/daire/135098-414","24","41.000","27-02-2026","Kiralık Daire","2 +
                          1","85 m²","31
                        Yaşında","1. Kat","Üsküdar Dr. Fahri Atabey Cad. Üzerinde 2+1 Kiralık Daire","İstanbul / Üsküdar / Valide-i Atik Mah.","","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","https://www.hepsiemlak.com/emlak-ofisi/era-meta-gayrimenkul-135098","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Era Meta Gayrimenkul",""
