"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-header","list-view-location","img-wrp href","he-lazy-image src","listing-card--owner-info__firm-name","he-lazy-image src 2","listing-card--owner-info__name"
"https://www.hepsiemlak.com/istanbul-basaksehir-basak-kiralik/daire/165153-33","29","48.500","06-01-2026","Kiralık Daire","3 +
                          1","135 m²","21
                        Yaşında","1. Kat","Aşiyan Sitesi Güney Cephe Vadi Manzaralı 3+1","İstanbul / Başakşehir / Başak Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-cekmekoy-kirazlidere-kiralik/daire/126306-54","16","20.000","26-01-2026","Kiralık Daire","2 +
                          1","80 m²","10
                        Yaşında","Yüksek Giriş","Kirazlıdere'de Kiralık 2+1 Daire Arayanlara","İstanbul / Çekmeköy / Kirazlıdere Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/1757-4280","50","130.000","04-02-2026","Kiralık Daire","3 +
                          1","200 m²","31
                        Yaşında","1. Kat","Etiler Metroya Yakın Caddeye Paralel Nezih Binada 3+1 Kiralık","İstanbul / Beşiktaş / Etiler Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-alkent-1757/n-rabia-acar-904152","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Alkent","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","N Rabia
          Acar"
"https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/161973-37","21","27.000","13-12-2025","Kiralık Daire","1 +
                          1","65 m²","15
                        Yaşında","4. Kat","Metro-Metrobüs'e 12dk Full Eşyalı+balkonlu Temiz 1+1 Daire","İstanbul / Şişli / Kuştepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/mrt-yatirim-emlak-danismanligi-161973","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mrt Yatırım & Emlak Danışmanlığı","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Hüseyin
          Suncul"
"https://www.hepsiemlak.com/istanbul-tuzla-mescit-kiralik/daire/159866-154","35","25.000","07-03-2026","Kiralık Daire","2 +
                          1","110 m²","11
                        Yaşında","5. Kat","Fi-Yaka 3 Tuzla Havuzlu Güvenlikli Sitede Boş 2+1 Kiralık","İstanbul / Tuzla / Mescit Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beykoz-ortacesme-kiralik/daire/139549-93","24","34.000","07-03-2026","Kiralık Daire","2 +
                          1","60 m²","5
                        Yaşında","2. Kat","Arakat Full Eşyalı Beykoz Çayır Caddesi'nde 2+1 Kiralık","İstanbul / Beykoz / Ortaçeşme Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-talatpasa-kiralik/daire/148949-21","10","23.000","31-12-2025","Kiralık Daire","2 +
                          1","95 m²","25
                        Yaşında","3. Kat","Kağıthane Talatpaşa Mahallesinde 2+1 Kiralık Daire","İstanbul / Kağıthane / Talatpaşa Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-unalan-kiralik/residence/1489-9980","8","95.000","02-01-2026","Kiralık Residence","1 +
                          1","90 m²","3
                        Yaşında","Ara Kat","Remax By Dıdem Emaar Address 1+1 Bıggest Furnıshed","İstanbul / Üsküdar / Ünalan Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sariyer-huzur-kiralik/daire/31303-140843","13","60.000","30-01-2026","Kiralık Daire","1 +
                          1","66 m²","1
                        Yaşında","8. Kat","Mete'den Dap Yeni Levent'te Şehir Manzaralı,1+1 Kiralık Daire","İstanbul / Sarıyer / Huzur Mah.","https://www.hepsiemlak.com/emlak-ofisi/mete-gayrimenkul-danismanlik-31303/sabri-mete-31303","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Mete Gayrimenkul & Danışmanlık","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Sabri
          Mete"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/101613-2576","13","22.500","12-01-2026","Kiralık Daire","Stüdyo","25 m²","16
                        Yaşında","3. Kat","Tuncay'dan M.Köy Meydanda Metro-Büs 4dk Faturalar Dahil 1+0","İstanbul / Şişli / Mecidiyeköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/tuncay-insaat-gayrimenkul-101613","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Tuncay İnşaat Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-1-kisim-kiralik/daire/103802-1809","18","25.500","16-12-2025","Kiralık Daire","1 +
                          1","69 m²","6
                        Yaşında","8. Kat","Bahçeşehir Vaditepe Göl Evleri 1+1 Kiralık Daire Gölet Karşısı","İstanbul / Başakşehir / Bahçeşehir 1. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-onko-103802","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Coldwell Banker Onko","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/33046-3719","30","25.000","20-02-2026","Kiralık Daire","2 +
                          1","100 m²","31
                        Yaşında","3. Kat","Şişli Mecidiyeköy Merkez Anacadde Yakın 2+1 100 M2 Otoparklı","İstanbul / Şişli / Mecidiyeköy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-emniyet-evleri-kiralik/daire/114807-507","8","20.000","17-02-2026","Kiralık Daire","1 +
                          1","55 m²","31
                        Yaşında","1. Kat","4. Levent Emniyetevlerinde 1+1 Kiralık Daire","İstanbul / Kağıthane / Emniyet Evleri Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/77929-3262","23","50.000","07-03-2026","Kiralık Daire","2 +
                          1","95 m²","35
                        Yaşında","3. Kat","Eliz'den Nişantaşı Şakayık'ta Asansörlü Çift Cepheli Aydınlık","İstanbul / Şişli / Teşvikiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/eliz-gayrimenkul-77929/tumer-ozbengul-1994429","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Eliz Gayrimenkul","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Tümer
          Özbengül"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/63848-3567","12","25.000","26-12-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","2. Kat","Mecidiyeköy Gülbağda Asansorlü Yeni Binada Ayrı Mutfaklı 1+1 ( İlk Oturan Siz Olun )","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/city-emlak-63848","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/4/8/3/6/0/3baeff4a-bf24-4c7a-a73a-e09a9ce70633.jpg","Cıty Emlak","",""
"https://www.hepsiemlak.com/istanbul-sisli-ferikoy-kiralik/daire/1876-3385","12","40.000","23-01-2026","Kiralık Daire","1 +
                          1","84 m²","1
                        Yaşında","Yüksek Giriş","Taksim Palasta 1.5+1 Eşyasız Ferah Kiralık Daire | Tekce","İstanbul / Şişli / Feriköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/tekce-gayrimenkul-1876","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/7/8/1/0/0/fd521840-60f7-4fba-9b18-3a4461d21137.jpg","Tekce Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-atasehir-kayisdagi-kiralik/daire/88546-4820","17","26.500","06-03-2026","Kiralık Daire","2 +
                          1","73 m²","21
                        Yaşında","2. Kat","Yeditpe Üniversitesinin Karşı Sokağında Kiralık 2+1 Boş Daire","İstanbul / Ataşehir / Kayışdağı Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-store-atasehir-88546","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/3/7/3/5/7/1/2105b13e-0e30-4a50-bd5f-e946b9ad7037.png","Emlak Store Ataşehir","","Emlak Store
          Ataşehir"
"https://www.hepsiemlak.com/istanbul-umraniye-finanskent-kiralik/daire/159127-127","30","59.000","04-02-2026","Kiralık Daire","1 +
                          1","85 m²","5
                        Yaşında","10. Kat","Sinpaş Fianansşehir 'de Eşyalı En Büyük Tip 1+1","İstanbul / Ümraniye / Finanskent Mah.","https://www.hepsiemlak.com/emlak-ofisi/wen-as-yapi-gayrimenkul-159127","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Wen / A&s Yapı Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-gaziosmanpasa-karadeniz-kiralik/daire/134476-348","23","15.000","21-02-2026","Kiralık Daire","2 +
                          1","120 m²","30
                        Yaşında","4. Kat","Mehmet Dalkıran Gayrimenkulden Gop Karadeniz Mah. 2+1 100 M2 Kiralık Daire","İstanbul / Gaziosmanpaşa / Karadeniz Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-tuzla-istasyon-kiralik/daire/6738-20449","28","160.000","06-01-2026","Kiralık Daire","4 +
                          1","182 m²","Sıfır Bina","Bahçe Katı","360 Marine Müstakil 120m2 Bahçe Kullanımlı 4+1 Kiralık Daire","İstanbul / Tuzla / İstasyon Mah.","https://www.hepsiemlak.com/emlak-ofisi/era-joy-6738","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Era Joy","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sisli-ferikoy-kiralik/daire/111747-1575","25","35.000","06-02-2026","Kiralık Daire","2 +
                          1","80 m²","30
                        Yaşında","4. Kat","Şişli Baruthane Caddesi Çobanoğlu Sokak 2+1 4. Kat Temiz","İstanbul / Şişli / Feriköy Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-bereketzade-kiralik/daire/10673-5544","34","125.000","26-02-2026","Kiralık Daire","1 +
                          1","75 m²","31
                        Yaşında","6. Kat","Galatada Muhteşem Manzaralı Teraslı Eşyalı Kiralık Daire !!!","İstanbul / Beyoğlu / Bereketzade Mah.","https://www.hepsiemlak.com/emlak-ofisi/prime-brokers-10673","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Prime Brokers","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-abdurrahmangazi-kiralik/daire/164080-36","14","33.000","21-12-2025","Kiralık Daire","1 +
                          1","63 m²","3
                        Yaşında","2. Kat","Metrolife Da Kiralık 1+1 Daire","İstanbul / Sancaktepe / Abdurrahmangazi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-zeytinburnu-sumer-kiralik/daire/0-44440490","8","14.999","31-12-2025","Kiralık Daire","2 +
                          1","70 m²","45
                        Yaşında","Bahçe Katı","Sahibinden Kiralık 2+1 Bahçeli 75 Metre","İstanbul / Zeytinburnu / Sümer Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-beyoglu-bulbul-kiralik/daire/0-42371449","8","11.750","21-02-2026","Kiralık Daire","1 +
                          1","20 m²","30
                        Yaşında","Giriş Katı","Sahibinden Taksim Meydana 5 Dk Yürüme Mesafesinde Turan Caddesinde 1+0","İstanbul / Beyoğlu / Bülbül Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-uskudar-bahcelievler-kiralik/daire/31070-2552","20","41.000","21-02-2026","Kiralık Daire","2 +
                          1","95 m²","11
                        Yaşında","2. Kat","Realist Gayrimenkul Den Kiralık 2+1 Daire","İstanbul / Üsküdar / Bahçelievler Mah.","https://www.hepsiemlak.com/emlak-ofisi/cengelkoy-realist-gayrimenkul-31070","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Çengelköy Realist Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-battalgazi-kiralik/daire/3995-27222","46","38.000","03-02-2026","Kiralık Daire","4 +
                          1","136 m²","4
                        Yaşında","5. Kat","Sultanbeyli Battalgazi'de Site İçinde Kiralık 4+1 Dubleks","İstanbul / Sultanbeyli / Battalgazi Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-rekor-3995","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Remax Rekor","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-maltepe-aydinevler-kiralik/daire/3447-22117","60","77.950","23-01-2026","Kiralık Daire","6 +
                          2","300 m²","13
                        Yaşında","4. Kat","Directten Hilltown&metroya Komşu,Deniz Manzaralı,Ferah,Geniş 6+2","İstanbul / Maltepe / Aydınevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/direct-realty-3447","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Direct Realty","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-besiktas-kurucesme-kiralik/daire/121012-762","11","80.000","06-03-2026","Kiralık Daire","3 +
                          1","120 m²","31
                        Yaşında","2. Kat","Fdn'den Kuruçeşme Üstü Kiralık Boğaz Manzaralı Balkonlu 3+1","İstanbul / Beşiktaş / Kuruçeşme Mah.","https://www.hepsiemlak.com/emlak-ofisi/fdn-gayrimenkul-real-estate-121012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Fdn Gayrimenkul Real Estate","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sariyer-bahcekoy-merkez-kiralik/daire/43996-28318","22","44.250","05-03-2026","Kiralık Daire","2 +
                          1","110 m²","20
                        Yaşında","5. Kat","Boş - Oturuma Hazır - Orman Manzaralı - Asansörlü - Komple Güneş Alır","İstanbul / Sarıyer / Bahçeköy Merkez Mah.","https://www.hepsiemlak.com/emlak-ofisi/koyuyesil-gayrimenkul-43996/furkan-can-cigrikci-3216981","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Koyuyeşil Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Furkan Can
          Çığrıkcı"
"https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-kiralik/daire/75964-2984","15","14.500","30-01-2026","Kiralık Daire","3 +
                          1","150 m²","12
                        Yaşında","Bahçe Katı","Geniş Odalı Aileye Uygun Kiralık 3+1","İstanbul / Esenyurt / Talatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/kale-yapi-ltd-sti-75964","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Kale Yapı LTD ŞTI","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-arnavutkoy-islambey-kiralik/daire/153508-118","11","16.000","16-12-2025","Kiralık Daire","1 +
                          1","65 m²","5
                        Yaşında","Yüksek Giriş","Realkent'den İslambeyde 1+1 Kiralık Daire","İstanbul / Arnavutköy / İslambey Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kartal-orta-kiralik/daire/163983-336","9","39.000","15-01-2026","Kiralık Daire","2 +
                          1","45 m²","Sıfır Bina","2. Kat","Kartal Kiralık 1+1 Full Eşyalı Akıllı Ev Sistemi","İstanbul / Kartal / Orta Mah.","https://www.hepsiemlak.com/emlak-ofisi/realty-pex-prime-gayrimenkul-163983","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Realty Pex Prime Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-besiktas-levazim-kiralik/residence/98015-2340","21","280.000","04-02-2026","Kiralık Residence","1 +
                          1","145 m²","8
                        Yaşında","4. Kat","Zorlu Center Teras Evler'de Şık Mobilyalı Kiralık 1+1 Daire","İstanbul / Beşiktaş / Levazım Mah.","https://www.hepsiemlak.com/emlak-ofisi/artistanbul-gayrimenkul-zorlu-center-98015/gulcin-gonul-2068637","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Artistanbul Gayrimenkul Zorlu Center","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Gülçin
          Gönül"
"https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-kiralik/daire/33012-6511","26","38.500","04-01-2026","Kiralık Daire","1 +
                          1","65 m²","5
                        Yaşında","Zemin","Şişli Teşvikiye 1+1 65m2 Full Eşyalı Kiralık Daire'akdere Emlak","İstanbul / Şişli / Teşvikiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/akdere-emlak-33012","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Akdere Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-beyoglu-sahkulu-kiralik/daire/72229-1017","25","77.000","04-03-2026","Kiralık Daire","2 +
                          1","90 m²","100
                        Yaşında","1. Kat","Pera'da Tarihi Binada Kiralık 2+1 Daire","İstanbul / Beyoğlu / Şahkulu Mah.","https://www.hepsiemlak.com/emlak-ofisi/maison-dorient-72229","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Maison D'orient","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Maison
          Dorient"
"https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-kiralik/residence/23180-5939","23","84.000","23-02-2026","Kiralık Residence","3 +
                          1","206 m²","Sıfır Bina","21 ve üzeri","Lüksün Adresi Ramada Rezidans...Deniz Manzaralı 3+1","İstanbul / Esenyurt / Güzelyurt Mah.","https://www.hepsiemlak.com/emlak-ofisi/vizyon-investment-real-estate-23180/derya-sezgin-2923402","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Vizyon İnvestment Real Estate","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Derya
          Sezgin"
"https://www.hepsiemlak.com/istanbul-kagithane-gursel-kiralik/daire/161078-50","9","23.000","06-02-2026","Kiralık Daire","3 +
                          1","130 m²","16
                        Yaşında","Kot 3","Kağıthane Gürsel Mah. 130 M² 3+1 , Ferah Taşınmaya Hazır!","İstanbul / Kağıthane / Gürsel Mah.","https://www.hepsiemlak.com/emlak-ofisi/world-platin-prome-161078","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","World Platin Prome","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/villa/32345-11313","32","165.000","23-02-2026","Kiralık Villa","4 +
                          2","405 m²","6
                        Yaşında","Bahçe Katı","Bahçeşehir Merkezde Güllü Konakları 4+2 Havuzlu Kiralık Villa","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/daire/87066-961","17","65.000","21-01-2026","Kiralık Daire","3 +
                          1","1.100 m²","30
                        Yaşında","1. Kat","Şişli Cumhuriyet Mahsadık Şendil  3+1kiralık","İstanbul / Şişli / Cumhuriyet Mah.","","","","",""
"https://www.hepsiemlak.com/istanbul-bayrampasa-yildirim-kiralik/daire/40658-22261","26","43.000","21-02-2026","Kiralık Daire","3 +
                          1","100 m²","31
                        Yaşında","3. Kat","Bayrampaşa Yıldırım Mahallesinde 3+1 Kiralık Daire","İstanbul / Bayrampaşa / Yıldırım Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-olusum-40658/ayten-tufan-4059256","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/5/2/9/5/0/4/e6bda299-3f9e-4bcc-8c7a-68109d72cb50.jpg","Remax Oluşum","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/5/6/0/4/0/d0deaf43-fa41-404b-a2d5-41bd8a0406b6.png","Ayten
          Tufan"
"https://www.hepsiemlak.com/istanbul-beylikduzu-sahil-kiralik/daire/28683-779","16","40.000","09-01-2026","Kiralık Daire","2 +
                          1","60 m²","1
                        Yaşında","1. Kat","3695-İstanbul Beylikdüzü Sahil Mahallesi Kiralık Sıfır Daire","İstanbul / Beylikdüzü / Sahil Mah.","https://www.hepsiemlak.com/emlak-ofisi/darussafaka-cemiyeti-28683/darussafaka-cemiyeti-28683","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Darüşşafaka Cemiyeti","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Darüşşafaka
          Cemiyeti"
"https://www.hepsiemlak.com/istanbul-atasehir-esatpasa-kiralik/daire/120150-4246","19","35.000","27-02-2026","Kiralık Daire","2 +
                          1","65 m²","Sıfır Bina","1. Kat","F-L Emlaktan Emaar Avm Libadiye Yakın Cadde Üstü Sıfır Lüks 2+1","İstanbul / Ataşehir / Esatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/f-l-emlak-120150/fatih-latif-2741998","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","F-l Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Fatih
          Latif"
"https://www.hepsiemlak.com/istanbul-esenyurt-koza-kiralik/daire/72721-1919","21","28.000","10-01-2026","Kiralık Daire","2 +
                          1","98 m²","6
                        Yaşında","7. Kat","Akbatı Kozapark Sedef Blok 2+1 Kiralık Boş","İstanbul / Esenyurt / Koza Mah.","https://www.hepsiemlak.com/emlak-ofisi/3-cadde-gayrimenkul-72721","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","3. Cadde Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-bagcilar-kirazli-kiralik/daire/154681-278","4","28.750","20-02-2026","Kiralık Daire","2 +
                          1","100 m²","26
                        Yaşında","1. Kat","Ergenler Emlak'dan Bağcılar Kirazlı Mahallesin'de 2+1 Daire","İstanbul / Bağcılar / Kirazlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/ergenler-emlak-154681","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Ergenler Emlak","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-sultanbeyli-adil-kiralik/daire/2078-8307","40","31.500","03-01-2026","Kiralık Daire","1 +
                          1","58 m²","12
                        Yaşında","6. Kat","Sinpaş Liva Satış Ofisi Remaxprof Sezai Topkaya 1+1 Full Eşyalı Kiralık Daire","İstanbul / Sultanbeyli / Adil Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-sancaktepe-osmangazi-kiralik/daire/163902-117","39","27.000","06-01-2026","Kiralık Daire","1 +
                          1","67 m²","6
                        Yaşında","6. Kat","Mahal Sancaktepe Site İçi Keyifli Kiralık 1+1 Daire","İstanbul / Sancaktepe / Osmangazi Mah.","","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","","",""
"https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-kiralik/daire/150747-428","32","25.000","25-12-2025","Kiralık Daire","1 +
                          1","70 m²","16
                        Yaşında","3. Kat","Kağıthane Seyrantepe'de Metroya 7 Dk 1+1 70m2 Faturalar Dahil","İstanbul / Kağıthane / Seyrantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-150747","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Safir Gayrimenkul","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg",""
"https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-kiralik/daire/133162-803","28","30.000","14-12-2025","Kiralık Daire","3 +
                          1","120 m²","26
                        Yaşında","1. Kat","Tüyap Metrobüs Durağına 5'dk Kardeşkent Sitesi 3+1 Kiralıık","İstanbul / Esenyurt / Gökevler Mah.","https://www.hepsiemlak.com/emlak-ofisi/muslum-emlak-parseller-133162","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Müslüm Emlak Parseller","https://www.hepsiemlak.com/_nuxt/8cafc93fb5c74c75e9e04e528e02ccdf.jpg","Elif
          Aydın"
