"img-link href","photo-count","list-view-price","list-view-date","list-view-title","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","img-wrp href 2","he-lazy-image src 2","listing-card--owner-info__firm-name","listing-card--owner-info__name","he-icon href","text-ellipsis","he-lazy-image src 3","list-view-header"
"https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/daire/65405-734","45","95.000","21-02-2026","","Kiralık Daire","4 +
                          1","170 m²","50
                        Yaşında","1. Kat","İstanbul / Beşiktaş / Gayrettepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/guray-emlak-65405","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/5/9/7/6/1/6/4/1771668755-555757-46167956.jpeg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/0/4/5/6/0/3e384ff7-85c6-475f-ad4b-aaf3e8216cfe.jpg","Güray Emlak","","","","","Güray'dan Yıldız Posta Caddesinde Bakımlı, Tadilatlı, Otoparklı 4+1 Daire"
"https://www.hepsiemlak.com/istanbul-buyukcekmece-turkoba-kiralik/daire/165579-7","11","22.000","08-03-2026","","Kiralık Daire","2 +
                          1","80 m²","16
                        Yaşında","1. Kat","İstanbul / Büyükçekmece / Türkoba Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/9/8/7/1/6/4/1771913595-219563-46178948.jpeg","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Hedef Konut'tan Kiptaşta Kiralık Temiz Daire"
"https://www.hepsiemlak.com/istanbul-buyukcekmece-turkoba-kiralik/daire/165579-2","9","23.000","08-03-2026","","Kiralık Daire","2 +
                          1","80 m²","16
                        Yaşında","5. Kat","İstanbul / Büyükçekmece / Türkoba Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/6/6/7/1/6/4/1772888227-003965-46176622.jpeg","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Hedef Konut'tan Kiptaşta Kiralık 80 M2 Daire"
"https://www.hepsiemlak.com/istanbul-beyoglu-kamer-hatun-kiralik/daire/49933-3145","23","38.000","08-03-2026","","Kiralık Daire","3 +
                          1","112 m²","50
                        Yaşında","3. Kat","İstanbul / Beyoğlu / Kamer Hatun Mah.","https://www.hepsiemlak.com/emlak-ofisi/berk-emlak-49933","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/0/7/4/0/6/4/1769879306649-46047031.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/4/5/5/4/9/34025840-c24f-462b-8837-b1362071b29a.jpg","Berk Emlak","Mürvet
          Mandak","","","","Berk Emlaktan Beyoğlu Ömer Hayyamda Daire Badana Boyasi Yapılmış Tarihi Binada Cumbali Daire."
"https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/daire/4224-7753","24","55.000","08-03-2026","","Kiralık Daire","2 +
                          1","80 m²","12
                        Yaşında","Yüksek Giriş","İstanbul / Şişli / Cumhuriyet Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/4/4/6/1/6/4/ff998fbf-eea0-4c1c-9310-d09d6daae33b.jpg","","","","","","","","Şişli Bomonti Adaya 2 Metroya 7 Otobüs Dur.3 Metrobüse 15 Dak. Mesafede Yeni Binada Full Eşyalı"
"https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-kiralik/daire/62469-511","22","38.000","08-03-2026","","Kiralık Daire","2 +
                          1","90 m²","35
                        Yaşında","3. Kat","İstanbul / Kadıköy / Kozyatağı Mah.","https://www.hepsiemlak.com/emlak-ofisi/isik-emlak-62469/hakan-isikli-1129947","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/5/1/6/1/6/4/1771573255-2828832-46161593.jpeg","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/4/9/9/2/1/1/279d23c2-b22f-4575-80e2-49087c68b9bf.jpg","Işık Emlak","Hakan
          Işıklı","","","","Kozyatağında 2+1 Kombili 3. Kat"
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/35090-722","23","29.000","08-03-2026","","Kiralık Daire","1 +
                          1","90 m²","28
                        Yaşında","Kot 1","İstanbul / Beşiktaş / Dikilitaş Mah.","https://www.hepsiemlak.com/emlak-ofisi/firat-emlak-35090","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/1/0/1/9/5/4/3be9d1c9-4473-4396-a85c-9ffc15b83000.jpg","","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Fırat Emlak","Fırat
          Emlak","","","","Beşiktaş Dikilitaş Merkezde Özel Otoparklı Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/155960-5","26","29.000","08-03-2026","","Kiralık Daire","1 +
                          1","55 m²","3
                        Yaşında","6. Kat","İstanbul / Şişli / Gülbahar Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/7/8/4/1/6/4/d89be207-c278-4f69-8d72-509fb1f9f3ea.jpg","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Rezidans Depozitosuz_faturalar Dahil Lüx Eşyalı 1+1 Güvenlikli"
"https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-kiralik/daire/66846-1681","47","50.000","04-03-2026","","Kiralık Daire","3 +
                          1","160 m²","20
                        Yaşında","Teras Katı","İstanbul / Sarıyer / Ayazağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/mega-city-gayrimenkul-66846/emre-karaduman-1276885","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/9/7/5/1/6/4/4fcb8c11-ede8-49fe-b59e-bfed74370817.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/8/8/6/7/2/1/77ab7cc1-60c8-4ca6-9240-4ddbb9695943.jpg","Mega City Gayrimenkul","Emre
          Karaduman","","","","Orman Manzaralı Banyo Mutfağı Yenilenmiş Şömineli Asansörlü Çift Teraslı Daire"
"https://www.hepsiemlak.com/istanbul-besiktas-abbasaga-kiralik/daire/150653-110","34","17.500","07-03-2026","","Kiralık Daire","1 +
                          1","60 m²","30
                        Yaşında","5. Kat","İstanbul / Beşiktaş / Abbasağa Mah.","https://www.hepsiemlak.com/emlak-ofisi/istanbul-emlak-satis-ofisi-150653/ekrem-cimen-4259219","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/2/0/9/0/6/4/1770731818209-46090271.jpg","https://www.hepsiemlak.com/emlak-ofisi/istanbul-emlak-satis-ofisi-150653","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/1/2/9/5/2/4/4c731bd7-73e4-4fb6-ba11-3bddeaed47b9.jpg","İstanbul Emlak Satış Ofisi","Ekrem
          Çimen","","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/5/6/0/5/1/16860c69-1e26-41c0-9f3d-e6e2d3cd2d29.jpg","İstanbul Beşiktaş Yıldız Metro’ya Yürüme Mesafesinde 1+1 Çatı Katı |"
"https://www.hepsiemlak.com/istanbul-avcilar-tahtakale-kiralik/daire/167213-26","60","60.000","07-03-2026","","Kiralık Daire","3 +
                          1","178 m²","Sıfır Bina","12. Kat","İstanbul / Avcılar / Tahtakale Mah.","","","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Bizimevler 11 Sitesi 178m2 Peysaj Cephe Kiralık 3+1 Sıfır Daire"
"https://www.hepsiemlak.com/istanbul-esenyurt-piri-reis-kiralik/daire/6904-14332","12","15.000","07-03-2026","","Kiralık Daire","2 +
                          1","105 m²","10
                        Yaşında","18. Kat","İstanbul / Esenyurt / Piri Reis Mah.","https://www.hepsiemlak.com/emlak-ofisi/istanbul-34-gayrimenkul-6904","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/4/0/9/6/0/0/9d9315b1-e2c9-4084-b597-531175538a7b.jpg","https://www.hepsiemlak.com/emlak-ofisi/istanbul-34-gayrimenkul-6904","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/0/9/6/0/0/92c0a85c-bc1a-4ef6-b4dc-75cd35edcc4b.jpg","İstanbul 34 Gayrimenkul","İstanbul
          Gayrimenkul","","","","Full Donanımlı Site İçi Şehir Manzaralı Kiralık 2+1 Daire"
"https://www.hepsiemlak.com/istanbul-sariyer-tarabya-kiralik/daire/22872-4840","24","60.000","05-03-2026","","Kiralık Daire","2 +
                          1","110 m²","30
                        Yaşında","3. Kat","İstanbul / Sarıyer / Tarabya Mah.","","","","","","","","","","Sarıyer  Tarabya Üstünde  2+1 110 Metrekare  Sıfırlanmış Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-kagithane-harmantepe-kiralik/daire/92171-1546","13","18.000","07-03-2026","","Kiralık Daire","1 +
                          1","45 m²","31
                        Yaşında","Kot 1","İstanbul / Kağıthane / Harmantepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/emart-gayrimenkul-92171","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/6/7/2/7/5/4/1bb3539c-c653-45d5-83a4-b52030dd8888.jpg","https://www.hepsiemlak.com/emlak-ofisi/emart-gayrimenkul-92171","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/6/0/7/9/8/1/74db7b7c-bd87-4af1-b53f-62b95e4d630e.jpg","Emart Gayrimenkul","Emart
          Gayrimenkul","","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/7/1/2/9/0/e5e233bd-a8a4-4c1c-a80e-ef80c96512cb.jpg","Kağıthane Meydan'a 1dk. 1+1 Full Tadilatlı Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-cekmekoy-gungoren-kiralik/daire/166812-8","35","35.000","07-03-2026","","Kiralık Daire","2 +
                          1","90 m²","6
                        Yaşında","6. Kat","İstanbul / Çekmeköy / Güngören Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/4/3/0/2/6/4/7c979267-571c-44fe-9a92-4d9a391e9b0f.jpg","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Çekmeköy Taşdelen'de Kiralık Daire Cam Balkonlu Ormanköy Karşısı"
"https://www.hepsiemlak.com/istanbul-sancaktepe-meclis-kiralik/daire/166812-14","35","32.000","07-03-2026","","Kiralık Daire","2 +
                          1","110 m²","5
                        Yaşında","1. Kat","İstanbul / Sancaktepe / Meclis Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/0/7/1/2/6/4/67f06479-cf32-453a-9a38-0afba34bfc01.jpg","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Sancaktepe Meclis Mah.Kiralık 2+1 Daire Metro Yakın Asansörlü"
"https://www.hepsiemlak.com/istanbul-maltepe-cevizli-kiralik/residence/132583-60","21","50.000","06-03-2026","","Kiralık Residence","2 +
                          1","100 m²","6
                        Yaşında","14. Kat","İstanbul / Maltepe / Cevizli Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/9/5/8/1/6/4/8d6c5b5b-129e-417e-a318-6e1fc08db3a0.jpg","","","","","","","","Dap Galga Kule'de Full Eşyalı Güney Cephede Prestijli Yaşam İçin"
"https://www.hepsiemlak.com/istanbul-uskudar-cengelkoy-kiralik/daire/70850-2883","27","160.000","07-03-2026","","Kiralık Daire","3 +
                          1","150 m²","31
                        Yaşında","3. Kat","İstanbul / Üsküdar / Çengelköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/mavi-kapi-gayrimenkul-70850/manolya-budeyri-1347710","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/7/1/0/0/6/4/dc909e6b-f998-4e02-b62f-f0f59c6d6238.jpg","https://www.hepsiemlak.com/emlak-ofisi/mavi-kapi-gayrimenkul-70850","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/1/7/7/4/3/1/ab87f0a4-4eaa-4b0e-ac50-ecf9aa4c3582.jpg","Mavi Kapı Gayrimenkul","Manolya
          Budeyri","","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/8/0/7/0/275afa25-1689-4553-8d6a-415ec05912ba.jpg","Çengelköy Kuleli Muhteşem Boğaz Manzaralı Teraslı Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-kadikoy-caferaga-kiralik/daire/106516-6","35","59.500","06-03-2026","","Kiralık Daire","2 +
                          1","95 m²","31
                        Yaşında","1. Kat","İstanbul / Kadıköy / Caferağa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/8/3/0/1/6/4/9a4b2d71e7615390fd21b7860039eaa48e9b560f8696c470a8972ae3d421610009b373b3567117dfc2b3df684e5854d7.jpg","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Moda Cadesi Cepheli Geniş Daire"
"https://www.hepsiemlak.com/istanbul-basaksehir-guvercintepe-kiralik/daire/122038-13","30","52.000","03-03-2026","","Kiralık Daire","4 +
                          1","197 m²","6
                        Yaşında","5. Kat","İstanbul / Başakşehir / Güvercintepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/nessa-yatirim-emlak-gayrimenkul-122038","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/6/5/1/1/6/4/75a87793-1ee4-4ece-a179-6102048337d9.jpg","","https://www.hepsiemlak.com/img/loadings/noImage55-55.png","Nessa Yatırım Emlak Gayrimenkul","","[object Object]","Hepsiemlak’ta Yeni Üye","","Kaya City Residenceta Kiralık 4+1 Lüks Daire"
"https://www.hepsiemlak.com/istanbul-sile-cavus-kiralik/daire/164895-36","21","42.500","05-03-2026","","Kiralık Daire","2 +
                          1","90 m²","21
                        Yaşında","Giriş Katı","İstanbul / Şile / Çavuş Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-grand-164895/melek-tosunasal-4600030","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/3/7/1/2/6/4/d4549027-758f-4a5e-ba6d-e1fd84121c2b.jpg","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-grand-164895","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/3/0/0/0/6/4/6bd341ec-7aa0-46cd-9e3f-5ff200b68bf8.jpg","Coldwell Banker Grand","Melek
          Tosunasal","[object Object]","Hepsiemlak’ta Yeni Üye","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/8/4/6/1/65ef2cef-b82f-4547-a472-826db68fd92a.jpg","Şile Çavuşta Full Eşyalı 80 M² Kiralık"
"https://www.hepsiemlak.com/istanbul-kucukcekmece-ataturk-kiralik/daire/164464-55","10","15.000","06-03-2026","","Kiralık Daire","1 +
                          1","90 m²","21
                        Yaşında","Giriş Katı","İstanbul / Küçükçekmece / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/ufkum-gayrimenkul-164464/ufku-cevik-4588046","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/1/8/3/1/6/4/1772792279-295152-46138199.jpeg","https://www.hepsiemlak.com/emlak-ofisi/ufkum-gayrimenkul-164464","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/4/0/8/8/5/4/e00fe4bd-8900-4e96-930f-7dc1bedac2ca.jpg","Ufkum Gayrimenkul","Ufku
          Çevik","[object Object]","Hepsiemlak’ta Yeni Üye","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/6/4/4/6/1/bb75e311-8596-4894-9ff9-e6a39c93e202.jpg","Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/residence/33600-50107","22","250.000","27-02-2026","","Kiralık Residence","2 +
                          1","170 m²","21
                        Yaşında","Bahçe Katı","İstanbul / Beşiktaş / Etiler Mah.","https://www.hepsiemlak.com/emlak-ofisi/art-emlak-real-estate-33600","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/4/0/1/1/6/4/7a8183f7-43a4-493a-ab00-06183a126581.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/0/6/3/3/0/63619513-538d-4334-9dd3-c00b861912f0.jpg","Art Emlak / Real Estate","","","","","Etiler Kiralık Maya Residencede 2 Odalı Bahçeli Lüks Daire"
"https://www.hepsiemlak.com/istanbul-besiktas-balmumcu-kiralik/villa/6522-2548","22","200.000","06-03-2026","","Kiralık Villa","5 +
                          2","520 m²","33
                        Yaşında","","İstanbul / Beşiktaş / Balmumcu Mah.","https://www.hepsiemlak.com/emlak-ofisi/koru-emlak-6522","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/3/4/1/3/5/4/69f3171a-f2a1-47bf-8849-6767bb7dbb53.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/2/5/6/0/0/e61c7a98-a904-488f-b2be-804f69ebc1dc.jpg","Koru Emlak","","","","","Mediko Sitesinde Teraslı Bahçeli Kapalı Açik Otoparklar Havuzlu Güvenlikli Sitede Müstakil Villa"
"https://www.hepsiemlak.com/istanbul-esenyurt-orhan-gazi-kiralik/daire/102526-630","17","35.000","05-03-2026","","Kiralık Daire","2 +
                          1","120 m²","3
                        Yaşında","6. Kat","İstanbul / Esenyurt / Orhan Gazi Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-bahcekent-avrupark-temsilciligi-102526","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/6/9/2/2/6/4/f6693f97-c146-471c-9dad-138e6141a0d9.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/5/2/0/1/4584bb2c-93fc-4d4d-9d19-fc5bb7900980.jpg","Turyap Bahcekent Avrupark Temsilciliği","","","","","Semt Bahçekent 3. Etap Kiralık 2+1 Daire"
"https://www.hepsiemlak.com/istanbul-basaksehir-bahcesehir-2-kisim-kiralik/daire/102526-603","32","51.000","05-03-2026","","Kiralık Daire","3 +
                          1","170 m²","6
                        Yaşında","1. Kat","İstanbul / Başakşehir / Bahçeşehir 2. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/turyap-bahcekent-avrupark-temsilciligi-102526","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/1/9/2/2/6/4/86c81e79-2559-47ec-909c-91e7680eb140.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/2/5/2/0/1/4584bb2c-93fc-4d4d-9d19-fc5bb7900980.jpg","Turyap Bahcekent Avrupark Temsilciliği","","","","","Bahçekent Avrupark Sitesi 651 Adada Kiralık Dubleks Daire"
"https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-kiralik/daire/43386-41","32","60.000","27-02-2026","","Kiralık Daire","2 +
                          1","80 m²","6
                        Yaşında","Yüksek Giriş","İstanbul / Beşiktaş / Dikilitaş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/6/0/0/1/6/4/a7d2a437-1379-4575-bf8c-afec94f9cf2a.jpg","","","","","","","","Buğra'dan Karakış Sk.Ta Açık Mutfaklı Kapalı Garajlı Harika 2+1"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/72634-1197","47","43.000","06-03-2026","","Kiralık Daire","2 +
                          1","75 m²","31
                        Yaşında","Yüksek Giriş","İstanbul / Şişli / Mecidiyeköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/kizilelma-gayrimenkul-merkezi-72634","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/4/4/3/9/5/4/efae3595-c3e0-46bd-a84b-d34051134c1c.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/3/6/2/7/0/85f93bf9-1066-4e26-ae87-36ba4a6e8498.jpg","Kızılelma Gayrimenkul Merkezi","","","","","Merkezde Butik 2+1 Lüks Eşyalı"
"https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/6019-2598","21","35.000","06-03-2026","","Kiralık Daire","2 +
                          1","75 m²","29
                        Yaşında","3. Kat","İstanbul / Şişli / Mecidiyeköy Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/9/7/3/5/5/4/9b234563-e62e-4e3a-aad8-819881a6b88f.jpg","","","","","","","","Mecidiyeköyde Aileye Bekara Ögrenciye Yabancıya Ful Eşyalı Cadde Üzeri Metro Metrobüse 3dk"
"https://www.hepsiemlak.com/istanbul-arnavutkoy-mustafa-kemal-pasa-kiralik/daire/156389-65","11","23.000","06-03-2026","","Kiralık Daire","2 +
                          1","110 m²","8
                        Yaşında","Ara Kat","İstanbul / Arnavutköy / Mustafa Kemal Paşa Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/3/9/2/3/9/5/4/1770020994-2933378-45932933.jpeg","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Emineller'den Kiptaş Konutlarında Güvenlikli Otoparklı 2+1 Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/daire/166485-22","24","120.000","03-03-2026","","Kiralık Daire","3 +
                          1","210 m²","Sıfır Bina","Bahçe Katı","İstanbul / Kağıthane / Hamidiye Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/6/5/1/2/6/4/c3311311-26cc-42ce-9ed2-f480c72125e3.jpg","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Seba Central Kiralık 3+1 Bahçe Katı"
"https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/48689-5724","24","31.000","06-03-2026","","Kiralık Daire","2 +
                          1","85 m²","15
                        Yaşında","Ara Kat","İstanbul / Şişli / Gülbahar Mah.","https://www.hepsiemlak.com/emlak-ofisi/kopru-emlak-48689","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/6/7/9/0/6/4/e2939037-713d-4c09-925e-a1fe5616416a.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/2/9/6/1/9/171036ea-f402-426f-a125-3b255b98e422.jpg","Köprü Emlak","Köprü
          Emlak","","","","Gülbahar'da Full Eşya+asansör+ayrı Mutfak+balkon 2+1 85m2"
"https://www.hepsiemlak.com/istanbul-kagithane-merkez-kiralik/daire/41717-3025","31","30.000","05-03-2026","","Kiralık Daire","2 +
                          1","90 m²","7
                        Yaşında","Bahçe Katı","İstanbul / Kağıthane / Merkez Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/7/9/8/4/5/4/1762610551-598755-45489741.jpeg","","","","","","","","Kağıthane Cad Merkez Mah Kiralık Full Eşyalı 2+1 Bahçe Katı Daire"
"https://www.hepsiemlak.com/istanbul-esenyurt-koza-kiralik/daire/167147-99","30","21.500","05-03-2026","","Kiralık Daire","1 +
                          1","65 m²","6
                        Yaşında","11. Kat","İstanbul / Esenyurt / Koza Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/5/9/2/2/6/4/ab2f6e84-bf2a-4505-8513-7448aef2c935.jpg","","","","","[object Object]","Hepsiemlak’ta Yeni Üye","","Dumankaya Modern Ara Kat Boyalı Kiralık 1+1 Bahçeşehir"
